"Item","Country","Element","Unit","Y2009","Y2010","Y2011","Average","Region","Region_crops"
"Apples","Czech Republic","Fat supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Europe","Europe"
"Apples","Czech Republic","Fat supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Europe","Europe"
"Apples","Czech Republic","Fat supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Europe","Europe"
"Apples","Slovakia","Fat supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Europe","Europe"
"Apples","Slovakia","Fat supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Europe","Europe"
"Apples","Slovakia","Fat supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Europe","Europe"
"Apples","Slovakia","Fat supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Europe","Europe"
"Apples","Slovakia","Food supply (kcal/capita/day)","kcal/capita/day",16,13,13,14,"Europe","Europe"
"Apples","Slovakia","Food supply (kcal/capita/day)","kcal/capita/day",16,13,13,14,"Europe","Europe"
"Apples","Slovakia","Food supply (kcal/capita/day)","kcal/capita/day",16,13,13,14,"Europe","Europe"
"Apples","Slovakia","Food supply (kcal/capita/day)","kcal/capita/day",16,13,13,14,"Europe","Europe"
"Apples","Montenegro","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Europe","Europe"
"Apples","Montenegro","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Europe","Europe"
"Apples","Montenegro","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Europe","Europe"
"Apples","Montenegro","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Europe","Europe"
"Apples","Ukraine","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Europe","Europe"
"Apples","Ukraine","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Europe","Europe"
"Apples","Ukraine","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Europe","Europe"
"Apples","Ukraine","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Europe","Europe"
"Apples","Belgium","Food supply (kcal/capita/day)","kcal/capita/day",27,24,12,21,"Europe","Europe"
"Apples","Belgium","Food supply (kcal/capita/day)","kcal/capita/day",27,24,12,21,"Europe","Europe"
"Apples","Belgium","Food supply (kcal/capita/day)","kcal/capita/day",27,24,12,21,"Europe","Europe"
"Apples","Belgium","Food supply (kcal/capita/day)","kcal/capita/day",27,24,12,21,"Europe","Europe"
"Apples","Hungary","Fat supply quantity (g/capita/day)","g/capita/day",0.2,0.2,0.3,0.233333333,"Europe","Europe"
"Apples","Hungary","Fat supply quantity (g/capita/day)","g/capita/day",0.2,0.2,0.3,0.233333333,"Europe","Europe"
"Apples","Hungary","Fat supply quantity (g/capita/day)","g/capita/day",0.2,0.2,0.3,0.233333333,"Europe","Europe"
"Apples","Hungary","Fat supply quantity (g/capita/day)","g/capita/day",0.2,0.2,0.3,0.233333333,"Europe","Europe"
"Apples","Austria","Food supply (kcal/capita/day)","kcal/capita/day",58,63,70,63.66666667,"Europe","Europe"
"Apples","Austria","Food supply (kcal/capita/day)","kcal/capita/day",58,63,70,63.66666667,"Europe","Europe"
"Apples","Austria","Food supply (kcal/capita/day)","kcal/capita/day",58,63,70,63.66666667,"Europe","Europe"
"Apples","Austria","Food supply (kcal/capita/day)","kcal/capita/day",58,63,70,63.66666667,"Europe","Europe"
"Apples","Turkey","Food supply (kcal/capita/day)","kcal/capita/day",37,32,33,34,"Europe","Europe"
"Apples","Turkey","Food supply (kcal/capita/day)","kcal/capita/day",37,32,33,34,"Europe","Europe"
"Apples","Turkey","Food supply (kcal/capita/day)","kcal/capita/day",37,32,33,34,"Europe","Europe"
"Apples","Turkey","Food supply (kcal/capita/day)","kcal/capita/day",37,32,33,34,"Europe","Europe"
"Apples","Portugal","Fat supply quantity (g/capita/day)","g/capita/day",0.3,0.2,0.3,0.266666667,"Europe","Europe"
"Apples","Portugal","Fat supply quantity (g/capita/day)","g/capita/day",0.3,0.2,0.3,0.266666667,"Europe","Europe"
"Apples","Portugal","Fat supply quantity (g/capita/day)","g/capita/day",0.3,0.2,0.3,0.266666667,"Europe","Europe"
"Apples","Portugal","Fat supply quantity (g/capita/day)","g/capita/day",0.3,0.2,0.3,0.266666667,"Europe","Europe"
"Apples","Slovenia","Fat supply quantity (g/capita/day)","g/capita/day",0.3,0.3,0.3,0.3,"Europe","Europe"
"Apples","Slovenia","Fat supply quantity (g/capita/day)","g/capita/day",0.3,0.3,0.3,0.3,"Europe","Europe"
"Apples","Slovenia","Fat supply quantity (g/capita/day)","g/capita/day",0.3,0.3,0.3,0.3,"Europe","Europe"
"Apples","Slovenia","Fat supply quantity (g/capita/day)","g/capita/day",0.3,0.3,0.3,0.3,"Europe","Europe"
"Apples","France","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0,0.066666667,"Europe","Europe"
"Apples","France","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0,0.066666667,"Europe","Europe"
"Apples","France","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0,0.066666667,"Europe","Europe"
"Apples","France","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0,0.066666667,"Europe","Europe"
"Apples","France","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0,0.066666667,"Europe","Europe"
"Apples","France","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0,0.066666667,"Europe","Europe"
"Apples","France","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0,0.066666667,"Europe","Europe"
"Apples","France","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0,0.066666667,"Europe","Europe"
"Apples","The former Yugoslav Republic of Macedonia","Fat supply quantity (g/capita/day)","g/capita/day",0.2,0,0.1,0.1,"Europe","Europe"
"Apples","The former Yugoslav Republic of Macedonia","Fat supply quantity (g/capita/day)","g/capita/day",0.2,0,0.1,0.1,"Europe","Europe"
"Apples","The former Yugoslav Republic of Macedonia","Fat supply quantity (g/capita/day)","g/capita/day",0.2,0,0.1,0.1,"Europe","Europe"
"Apples","The former Yugoslav Republic of Macedonia","Fat supply quantity (g/capita/day)","g/capita/day",0.2,0,0.1,0.1,"Europe","Europe"
"Apples","The former Yugoslav Republic of Macedonia","Food supply (kcal/capita/day)","kcal/capita/day",31,7,21,19.66666667,"Europe","Europe"
"Apples","The former Yugoslav Republic of Macedonia","Food supply (kcal/capita/day)","kcal/capita/day",31,7,21,19.66666667,"Europe","Europe"
"Apples","The former Yugoslav Republic of Macedonia","Food supply (kcal/capita/day)","kcal/capita/day",31,7,21,19.66666667,"Europe","Europe"
"Apples","The former Yugoslav Republic of Macedonia","Food supply (kcal/capita/day)","kcal/capita/day",31,7,21,19.66666667,"Europe","Europe"
"Apples","France","Food supply quantity (g/capita/day)","g/capita/day",26,27,23,25.33333333,"Europe","Europe"
"Apples","France","Food supply quantity (g/capita/day)","g/capita/day",26,27,23,25.33333333,"Europe","Europe"
"Apples","France","Food supply quantity (g/capita/day)","g/capita/day",26,27,23,25.33333333,"Europe","Europe"
"Apples","France","Food supply quantity (g/capita/day)","g/capita/day",26,27,23,25.33333333,"Europe","Europe"
"Apples","Belarus","Food supply quantity (g/capita/day)","g/capita/day",64,62,58,61.33333333,"Europe","Europe"
"Apples","Belarus","Food supply quantity (g/capita/day)","g/capita/day",64,62,58,61.33333333,"Europe","Europe"
"Apples","Belarus","Food supply quantity (g/capita/day)","g/capita/day",64,62,58,61.33333333,"Europe","Europe"
"Apples","Belarus","Food supply quantity (g/capita/day)","g/capita/day",64,62,58,61.33333333,"Europe","Europe"
"Apples","France","Food supply quantity (g/capita/day)","g/capita/day",26,27,23,25.33333333,"Europe","Europe"
"Apples","France","Food supply quantity (g/capita/day)","g/capita/day",26,27,23,25.33333333,"Europe","Europe"
"Apples","France","Food supply quantity (g/capita/day)","g/capita/day",26,27,23,25.33333333,"Europe","Europe"
"Apples","France","Food supply quantity (g/capita/day)","g/capita/day",26,27,23,25.33333333,"Europe","Europe"
"Apples","Belarus","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Europe","Europe"
"Apples","Belarus","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Europe","Europe"
"Apples","Belarus","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Europe","Europe"
"Apples","Belarus","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Europe","Europe"
"Apples","Armenia","Fat supply quantity (g/capita/day)","g/capita/day",0.3,0.1,0.2,0.2,"Central Asia","Central Asia"
"Apples","Switzerland","Protein supply quantity (g/capita/day)","g/capita/day",0.2,0.2,0.3,0.233333333,"Europe","Europe"
"Apples","Switzerland","Protein supply quantity (g/capita/day)","g/capita/day",0.2,0.2,0.3,0.233333333,"Europe","Europe"
"Apples","Switzerland","Protein supply quantity (g/capita/day)","g/capita/day",0.2,0.2,0.3,0.233333333,"Europe","Europe"
"Apples","Switzerland","Protein supply quantity (g/capita/day)","g/capita/day",0.2,0.2,0.3,0.233333333,"Europe","Europe"
"Apples","Turkey","Fat supply quantity (g/capita/day)","g/capita/day",0.2,0.2,0.2,0.2,"Europe","Europe"
"Apples","Turkey","Fat supply quantity (g/capita/day)","g/capita/day",0.2,0.2,0.2,0.2,"Europe","Europe"
"Apples","Turkey","Fat supply quantity (g/capita/day)","g/capita/day",0.2,0.2,0.2,0.2,"Europe","Europe"
"Apples","Turkey","Fat supply quantity (g/capita/day)","g/capita/day",0.2,0.2,0.2,0.2,"Europe","Europe"
"Apples","Austria","Food supply quantity (g/capita/day)","g/capita/day",122,131,145,132.6666667,"Europe","Europe"
"Apples","Austria","Food supply quantity (g/capita/day)","g/capita/day",122,131,145,132.6666667,"Europe","Europe"
"Apples","Austria","Food supply quantity (g/capita/day)","g/capita/day",122,131,145,132.6666667,"Europe","Europe"
"Apples","Austria","Food supply quantity (g/capita/day)","g/capita/day",122,131,145,132.6666667,"Europe","Europe"
"Apples","The former Yugoslav Republic of Macedonia","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0,0.1,0.066666667,"Europe","Europe"
"Apples","The former Yugoslav Republic of Macedonia","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0,0.1,0.066666667,"Europe","Europe"
"Apples","The former Yugoslav Republic of Macedonia","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0,0.1,0.066666667,"Europe","Europe"
"Apples","The former Yugoslav Republic of Macedonia","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0,0.1,0.066666667,"Europe","Europe"
"Apples","Portugal","Food supply (kcal/capita/day)","kcal/capita/day",36,29,32,32.33333333,"Europe","Europe"
"Apples","Portugal","Food supply (kcal/capita/day)","kcal/capita/day",36,29,32,32.33333333,"Europe","Europe"
"Apples","Portugal","Food supply (kcal/capita/day)","kcal/capita/day",36,29,32,32.33333333,"Europe","Europe"
"Apples","Portugal","Food supply (kcal/capita/day)","kcal/capita/day",36,29,32,32.33333333,"Europe","Europe"
"Apples","Portugal","Food supply quantity (g/capita/day)","g/capita/day",74,60,66,66.66666667,"Europe","Europe"
"Apples","Portugal","Food supply quantity (g/capita/day)","g/capita/day",74,60,66,66.66666667,"Europe","Europe"
"Apples","Portugal","Food supply quantity (g/capita/day)","g/capita/day",74,60,66,66.66666667,"Europe","Europe"
"Apples","Portugal","Food supply quantity (g/capita/day)","g/capita/day",74,60,66,66.66666667,"Europe","Europe"
"Apples","Portugal","Protein supply quantity (g/capita/day)","g/capita/day",0.2,0.2,0.2,0.2,"Europe","Europe"
"Apples","Portugal","Protein supply quantity (g/capita/day)","g/capita/day",0.2,0.2,0.2,0.2,"Europe","Europe"
"Apples","Portugal","Protein supply quantity (g/capita/day)","g/capita/day",0.2,0.2,0.2,0.2,"Europe","Europe"
"Apples","Portugal","Protein supply quantity (g/capita/day)","g/capita/day",0.2,0.2,0.2,0.2,"Europe","Europe"
"Apples","Croatia","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Europe","Europe"
"Apples","Croatia","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Europe","Europe"
"Apples","Croatia","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Europe","Europe"
"Apples","Croatia","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Europe","Europe"
"Apples","Republic of Moldova","Food supply (kcal/capita/day)","kcal/capita/day",4,1,1,2,"Europe","Europe"
"Apples","Republic of Moldova","Food supply (kcal/capita/day)","kcal/capita/day",4,1,1,2,"Europe","Europe"
"Apples","Republic of Moldova","Food supply (kcal/capita/day)","kcal/capita/day",4,1,1,2,"Europe","Europe"
"Apples","Republic of Moldova","Food supply (kcal/capita/day)","kcal/capita/day",4,1,1,2,"Europe","Europe"
"Apples","Bosnia and Herzegovina","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Europe","Europe"
"Apples","Bosnia and Herzegovina","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Europe","Europe"
"Apples","Bosnia and Herzegovina","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Europe","Europe"
"Apples","Bosnia and Herzegovina","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Europe","Europe"
"Apples","Uzbekistan","Fat supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Central Asia","Central Asia"
"Apples","Germany","Food supply (kcal/capita/day)","kcal/capita/day",27,25,25,25.66666667,"Europe","Europe"
"Apples","Germany","Food supply (kcal/capita/day)","kcal/capita/day",27,25,25,25.66666667,"Europe","Europe"
"Apples","Germany","Food supply (kcal/capita/day)","kcal/capita/day",27,25,25,25.66666667,"Europe","Europe"
"Apples","Germany","Food supply (kcal/capita/day)","kcal/capita/day",27,25,25,25.66666667,"Europe","Europe"
"Apples","Hungary","Food supply (kcal/capita/day)","kcal/capita/day",33,35,38,35.33333333,"Europe","Europe"
"Apples","Hungary","Food supply (kcal/capita/day)","kcal/capita/day",33,35,38,35.33333333,"Europe","Europe"
"Apples","Hungary","Food supply (kcal/capita/day)","kcal/capita/day",33,35,38,35.33333333,"Europe","Europe"
"Apples","Hungary","Food supply (kcal/capita/day)","kcal/capita/day",33,35,38,35.33333333,"Europe","Europe"
"Apples","Austria","Protein supply quantity (g/capita/day)","g/capita/day",0.3,0.4,0.4,0.366666667,"Europe","Europe"
"Apples","Austria","Protein supply quantity (g/capita/day)","g/capita/day",0.3,0.4,0.4,0.366666667,"Europe","Europe"
"Apples","Austria","Protein supply quantity (g/capita/day)","g/capita/day",0.3,0.4,0.4,0.366666667,"Europe","Europe"
"Apples","Austria","Protein supply quantity (g/capita/day)","g/capita/day",0.3,0.4,0.4,0.366666667,"Europe","Europe"
"Apples","Belgium","Fat supply quantity (g/capita/day)","g/capita/day",0.2,0.1,0,0.1,"Europe","Europe"
"Apples","Belgium","Fat supply quantity (g/capita/day)","g/capita/day",0.2,0.1,0,0.1,"Europe","Europe"
"Apples","Belgium","Fat supply quantity (g/capita/day)","g/capita/day",0.2,0.1,0,0.1,"Europe","Europe"
"Apples","Belgium","Fat supply quantity (g/capita/day)","g/capita/day",0.2,0.1,0,0.1,"Europe","Europe"
"Apples","China, Hong Kong SAR","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"East Asia","East Asia"
"Apples","Czech Republic","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Europe","Europe"
"Apples","Czech Republic","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Europe","Europe"
"Apples","Czech Republic","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Europe","Europe"
"Apples","Czech Republic","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Europe","Europe"
"Apples","Italy","Fat supply quantity (g/capita/day)","g/capita/day",0.2,0.2,0.2,0.2,"Europe","Europe"
"Apples","Italy","Fat supply quantity (g/capita/day)","g/capita/day",0.2,0.2,0.2,0.2,"Europe","Europe"
"Apples","Italy","Fat supply quantity (g/capita/day)","g/capita/day",0.2,0.2,0.2,0.2,"Europe","Europe"
"Apples","Italy","Fat supply quantity (g/capita/day)","g/capita/day",0.2,0.2,0.2,0.2,"Europe","Europe"
"Apples","United Kingdom","Food supply quantity (g/capita/day)","g/capita/day",76,77,75,76,"Europe","Europe"
"Apples","United Kingdom","Food supply quantity (g/capita/day)","g/capita/day",76,77,75,76,"Europe","Europe"
"Apples","United Kingdom","Food supply quantity (g/capita/day)","g/capita/day",76,77,75,76,"Europe","Europe"
"Apples","United Kingdom","Food supply quantity (g/capita/day)","g/capita/day",76,77,75,76,"Europe","Europe"
"Apples","Kazakhstan","Food supply (kcal/capita/day)","kcal/capita/day",26,21,39,28.66666667,"Central Asia","Central Asia"
"Apples","China, mainland","Fat supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"East Asia","East Asia"
"Apples","Georgia","Fat supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0,0.066666667,"Central Asia","Central Asia"
"Apples","Georgia","Fat supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0,0.066666667,"Europe","Europe"
"Apples","Georgia","Fat supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0,0.066666667,"Europe","Europe"
"Apples","Georgia","Fat supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0,0.066666667,"Europe","Europe"
"Apples","Georgia","Fat supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0,0.066666667,"Europe","Europe"
"Apples","Kazakhstan","Fat supply quantity (g/capita/day)","g/capita/day",0.2,0.1,0.2,0.166666667,"Central Asia","Central Asia"
"Apples","Kazakhstan","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.2,0.133333333,"Central Asia","Central Asia"
"Apples","The former Yugoslav Republic of Macedonia","Food supply quantity (g/capita/day)","g/capita/day",67,14,43,41.33333333,"Europe","Europe"
"Apples","The former Yugoslav Republic of Macedonia","Food supply quantity (g/capita/day)","g/capita/day",67,14,43,41.33333333,"Europe","Europe"
"Apples","The former Yugoslav Republic of Macedonia","Food supply quantity (g/capita/day)","g/capita/day",67,14,43,41.33333333,"Europe","Europe"
"Apples","The former Yugoslav Republic of Macedonia","Food supply quantity (g/capita/day)","g/capita/day",67,14,43,41.33333333,"Europe","Europe"
"Apples","Slovenia","Food supply quantity (g/capita/day)","g/capita/day",118,106,100,108,"Europe","Europe"
"Apples","Slovenia","Food supply quantity (g/capita/day)","g/capita/day",118,106,100,108,"Europe","Europe"
"Apples","Slovenia","Food supply quantity (g/capita/day)","g/capita/day",118,106,100,108,"Europe","Europe"
"Apples","Slovenia","Food supply quantity (g/capita/day)","g/capita/day",118,106,100,108,"Europe","Europe"
"Apples","Slovenia","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Europe","Europe"
"Apples","Slovenia","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Europe","Europe"
"Apples","Slovenia","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Europe","Europe"
"Apples","Slovenia","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Europe","Europe"
"Apples","Czech Republic","Food supply (kcal/capita/day)","kcal/capita/day",19,14,14,15.66666667,"Europe","Europe"
"Apples","Czech Republic","Food supply (kcal/capita/day)","kcal/capita/day",19,14,14,15.66666667,"Europe","Europe"
"Apples","Czech Republic","Food supply (kcal/capita/day)","kcal/capita/day",19,14,14,15.66666667,"Europe","Europe"
"Apples","Czech Republic","Food supply (kcal/capita/day)","kcal/capita/day",19,14,14,15.66666667,"Europe","Europe"
"Apples","Czech Republic","Food supply quantity (g/capita/day)","g/capita/day",42,33,32,35.66666667,"Europe","Europe"
"Apples","Czech Republic","Food supply quantity (g/capita/day)","g/capita/day",42,33,32,35.66666667,"Europe","Europe"
"Apples","Czech Republic","Food supply quantity (g/capita/day)","g/capita/day",42,33,32,35.66666667,"Europe","Europe"
"Apples","Czech Republic","Food supply quantity (g/capita/day)","g/capita/day",42,33,32,35.66666667,"Europe","Europe"
"Apples","Japan","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"East Asia","East Asia"
"Apples","China, mainland","Food supply quantity (g/capita/day)","g/capita/day",41,45,49,45,"East Asia","East Asia"
"Apples","France","Fat supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Europe","Europe"
"Apples","France","Fat supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Europe","Europe"
"Apples","France","Fat supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Europe","Europe"
"Apples","France","Fat supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Europe","Europe"
"Apples","Uzbekistan","Food supply quantity (g/capita/day)","g/capita/day",3,1,2,2,"Central Asia","Central Asia"
"Apples","Denmark","Fat supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Europe","Europe"
"Apples","Denmark","Fat supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Europe","Europe"
"Apples","Denmark","Fat supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Europe","Europe"
"Apples","Denmark","Fat supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Europe","Europe"
"Apples","Georgia","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Europe","Europe"
"Apples","Georgia","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Europe","Europe"
"Apples","Georgia","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Europe","Europe"
"Apples","Georgia","Protein supply quantity (g/capita/day)","g/capita/day",0,0,0,0,"Europe","Europe"
"Apples","Norway","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Europe","Europe"
"Apples","Norway","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Europe","Europe"
"Apples","Norway","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Europe","Europe"
"Apples","Norway","Protein supply quantity (g/capita/day)","g/capita/day",0.1,0.1,0.1,0.1,"Europe","Europe"
"Apples","Bulgaria","Fat supply quantity (g/capita/day)","g/capita/day",0.1,0,0.1,0.066666667,"Europe","Europe"
"Apples","Bulgaria","Fat supply quantity (g/capita/day)","g/capita/day",0.1,0,0.1,0.066666667,"Europe","Europe"
"Apples","Bulgaria","Fat supply quantity (g/capita/day)","g/capita/day",0.1,0,0.1,0.066666667,"Europe","Europe"
"Apples","Bulgaria","Fat supply quantity (g/capita/day)","g/capita/day",0.1,0,0.1,0.066666667,"Europe","Europe"
"Apples","Slovenia","Food supply (kcal/capita/day)","kcal/capita/day",48,46,43,45.66666667,"Europe","Europe"
"Apples","Slovenia","Food supply (kcal/capita/day)","kcal/capita/day",48,46,43,45.66666667,"Europe","Europe"
"Apples","Slovenia","Food supply (kcal/capita/day)","kcal/capita/day",48,46,43,45.66666667,"Europe","Europe"
"Apples","Slovenia","Food supply (kcal/capita/day)","kcal/capita/day",48,46,43,45.66666667,"Europe","Europe"
"Apples","Armenia","Food supply (kcal/capita/day)","kcal/capita/day",43,18,26,29,"Central Asia","Central Asia"
"Apples","Armenia","Food supply (kcal/capita/day)","kcal/capita/day",43,18,26,29,"Europe","Europe"
"Apples","Armenia","Food supply (kcal/capita/day)","kcal/capita/day",43,18,26,29,"Europe","Europe"
"Apples","Armenia","Food supply (kcal/capita/day)","kcal/capita/day",43,18,26,29,"Europe","Europe"
"Apples","Armenia","Food supply (kcal/capita/day)","kcal/capita/day",43,18,26,29,"Europe","Europe"
"Apples","Japan","Food supply (kcal/capita/day)","kcal/capita/day",11,11,11,11,"East Asia","East Asia"
"Apples","Albania","Fat supply quantity (g/capita/day)","g/capita/day",0.2,0.2,0.2,0.2,"Europe","Europe"
"Apples","Albania","Fat supply quantity (g/capita/day)","g/capita/day",0.2,0.2,0.2,0.2,"Europe","Europe"
"Apples","Albania","Fat supply quantity (g/capita/day)","g/capita/day",0.2,0.2,0.2,0.2,"Europe","Europe"
"Apples","Albania","Fat supply quantity (g/capita/day)","g/capita/day",0.2,0.2,0.2,0.2,"Europe","Europe"
"Apples","Norway","Food supply (kcal/capita/day)","kcal/capita/day",27,27,26,26.66666667,"Europe","Europe"
