"Y2009","Y2010","Y2011","Country","Element"
16.9,23,16.2,"Norway","Fat supply quantity (g/capita/day)"
16.9,17.9,15,"Occupied Palestinian Territory","Fat supply quantity (g/capita/day)"
8.5,8.1,8.7,"Pakistan","Fat supply quantity (g/capita/day)"
3.3,2.8,3.9,"Panama","Fat supply quantity (g/capita/day)"
17,16.7,17.1,"Paraguay","Fat supply quantity (g/capita/day)"
14.3,13.9,14.2,"Peru","Fat supply quantity (g/capita/day)"
13.5,13.2,13,"Philippines","Fat supply quantity (g/capita/day)"
16.9,13.4,13.6,"Poland","Fat supply quantity (g/capita/day)"
21,20.7,22.1,"Portugal","Fat supply quantity (g/capita/day)"
31,32.2,30.8,"Republic of Korea","Fat supply quantity (g/capita/day)"
0.8,0.7,1.2,"Republic of Moldova","Fat supply quantity (g/capita/day)"
0.9,1.2,1.3,"Romania","Fat supply quantity (g/capita/day)"
1,1.3,1.2,"Russian Federation","Fat supply quantity (g/capita/day)"
7.4,7.6,8.6,"Rwanda","Fat supply quantity (g/capita/day)"
2.8,2.6,3,"Saint Kitts and Nevis","Fat supply quantity (g/capita/day)"
2.2,2.6,2,"Saint Lucia","Fat supply quantity (g/capita/day)"
6.9,6.5,7,"Saint Vincent and the Grenadines","Fat supply quantity (g/capita/day)"
58.1,57.7,57.5,"Samoa","Fat supply quantity (g/capita/day)"
11.7,13,13.6,"Sao Tome and Principe","Fat supply quantity (g/capita/day)"
7.7,8.9,8.9,"Saudi Arabia","Fat supply quantity (g/capita/day)"
13.2,13,13.5,"Senegal","Fat supply quantity (g/capita/day)"
0.5,0.4,0.5,"Serbia","Fat supply quantity (g/capita/day)"
34.1,35,34.8,"Sierra Leone","Fat supply quantity (g/capita/day)"
22.5,24,23.7,"Slovakia","Fat supply quantity (g/capita/day)"
2.8,2.6,6,"Slovenia","Fat supply quantity (g/capita/day)"
21,21.2,21.7,"Solomon Islands","Fat supply quantity (g/capita/day)"
18.8,19.3,18.8,"Somalia","Fat supply quantity (g/capita/day)"
4.4,4.5,4.4,"South Africa","Fat supply quantity (g/capita/day)"
40.5,44.3,49,"Spain","Fat supply quantity (g/capita/day)"
34.6,33.3,34.3,"Sri Lanka","Fat supply quantity (g/capita/day)"
16.4,14.9,14,"Sudan (former)","Fat supply quantity (g/capita/day)"
3.9,3.1,2.7,"Suriname","Fat supply quantity (g/capita/day)"
0.8,0.9,0.9,"Swaziland","Fat supply quantity (g/capita/day)"
18.4,20.2,10.1,"Sweden","Fat supply quantity (g/capita/day)"
16.5,15.9,16.8,"Switzerland","Fat supply quantity (g/capita/day)"
25.8,32.1,31.9,"Syrian Arab Republic","Fat supply quantity (g/capita/day)"
13.9,13.7,12.3,"Tajikistan","Fat supply quantity (g/capita/day)"
10.4,10.8,9.5,"Thailand","Fat supply quantity (g/capita/day)"
3.9,3.6,3.8,"The former Yugoslav Republic of Macedonia","Fat supply quantity (g/capita/day)"
2.2,2.5,2.4,"Timor-Leste","Fat supply quantity (g/capita/day)"
23.6,24.5,24.4,"Togo","Fat supply quantity (g/capita/day)"
7.2,7.1,6.5,"Trinidad and Tobago","Fat supply quantity (g/capita/day)"
18.7,18.2,18.8,"Tunisia","Fat supply quantity (g/capita/day)"
16.9,17.1,19.1,"Turkey","Fat supply quantity (g/capita/day)"
5.3,5.7,5.6,"Turkmenistan","Fat supply quantity (g/capita/day)"
15.7,17.2,18.2,"Uganda","Fat supply quantity (g/capita/day)"
3.2,2.5,2.4,"Ukraine","Fat supply quantity (g/capita/day)"
9.1,8.2,8.8,"United Arab Emirates","Fat supply quantity (g/capita/day)"
28.8,27.5,27.3,"United Kingdom","Fat supply quantity (g/capita/day)"
11.8,11.3,11.3,"United Republic of Tanzania","Fat supply quantity (g/capita/day)"
1.1,1.6,2.2,"United States of America","Fat supply quantity (g/capita/day)"
4.7,5.4,4.9,"Uruguay","Fat supply quantity (g/capita/day)"
4.4,4.4,4.4,"Uzbekistan","Fat supply quantity (g/capita/day)"
46,47.8,45.6,"Vanuatu","Fat supply quantity (g/capita/day)"
20.9,16.7,16.9,"Venezuela (Bolivarian Republic of)","Fat supply quantity (g/capita/day)"
9.3,9.3,9.5,"Viet Nam","Fat supply quantity (g/capita/day)"
8.3,7.8,8.1,"Yemen","Fat supply quantity (g/capita/day)"
7.9,8,8.5,"Zambia","Fat supply quantity (g/capita/day)"
7.5,8,8.8,"Zimbabwe","Fat supply quantity (g/capita/day)"
