"Region_crops","Country","Element","Y2009","Y2010","Y2011"
"Africa_Central","Belize","Food supply quantity (g/capita/day)",105,104,100
"Africa_Central","Belize","Protein supply quantity (g/capita/day)",7.5,7.4,7.1
"Africa_Central","Benin","Fat supply quantity (g/capita/day)",9.4,9.7,10.4
"Africa_Central","Benin","Food supply (kcal/capita/day)",742,698,725
"Africa_Central","Benin","Food supply quantity (g/capita/day)",202,189,196
"Africa_Central","Benin","Protein supply quantity (g/capita/day)",15.1,14.2,14.5
"Africa_Central","Bermuda","Fat supply quantity (g/capita/day)",19.4,19,21.5
"Africa_Central","Bermuda","Food supply (kcal/capita/day)",245,224,274
"Africa_Central","Bermuda","Food supply quantity (g/capita/day)",51,40,50
"Africa_Central","Bermuda","Protein supply quantity (g/capita/day)",2.7,2,2.5
"Africa_Central","Bolivia (Plurinational State of)","Fat supply quantity (g/capita/day)",0.6,0.6,0.6
"Africa_Central","Bolivia (Plurinational State of)","Food supply (kcal/capita/day)",292,288,294
"Africa_Central","Bolivia (Plurinational State of)","Food supply quantity (g/capita/day)",80,80,81
"Africa_Central","Bolivia (Plurinational State of)","Protein supply quantity (g/capita/day)",6.8,6.5,6.7
"Africa_Central","Bosnia and Herzegovina","Fat supply quantity (g/capita/day)",2.8,2.5,1.9
"Africa_Central","Bosnia and Herzegovina","Food supply (kcal/capita/day)",58,56,51
"Africa_Central","Bosnia and Herzegovina","Food supply quantity (g/capita/day)",27,25,27
"Africa_Central","Bosnia and Herzegovina","Protein supply quantity (g/capita/day)",1.8,1.7,1.8
"Africa_Central","Botswana","Fat supply quantity (g/capita/day)",2.9,3.3,3
"Africa_Central","Botswana","Food supply (kcal/capita/day)",306,339,331
"Africa_Central","Botswana","Food supply quantity (g/capita/day)",95,104,104
"Africa_Central","Botswana","Protein supply quantity (g/capita/day)",8.7,9.3,9.2
"Africa_Central","Brazil","Fat supply quantity (g/capita/day)",5.7,5.5,5.5
"Africa_Central","Brazil","Food supply (kcal/capita/day)",402,389,397
"Africa_Central","Brazil","Food supply quantity (g/capita/day)",108,106,108
"Africa_Central","Brazil","Protein supply quantity (g/capita/day)",7.5,7.4,7.6
"Africa_Central","Brunei Darussalam","Fat supply quantity (g/capita/day)",20.3,20.4,20.3
"Africa_Central","Brunei Darussalam","Food supply (kcal/capita/day)",919,921,928
"Africa_Central","Brunei Darussalam","Food supply quantity (g/capita/day)",250,243,239
"Africa_Central","Brunei Darussalam","Protein supply quantity (g/capita/day)",14.3,14.1,14.3
"Africa_Central","Bulgaria","Fat supply quantity (g/capita/day)",0.2,0.1,0.2
"Africa_Central","Bulgaria","Food supply (kcal/capita/day)",43,30,50
"Africa_Central","Bulgaria","Food supply quantity (g/capita/day)",23,20,22
"Africa_Central","Bulgaria","Protein supply quantity (g/capita/day)",1.6,1.3,1.6
"Africa_Central","Burkina Faso","Fat supply quantity (g/capita/day)",8.6,10.3,11.8
"Africa_Central","Burkina Faso","Food supply (kcal/capita/day)",845,846,835
"Africa_Central","Burkina Faso","Food supply quantity (g/capita/day)",272,270,264
"Africa_Central","Burkina Faso","Protein supply quantity (g/capita/day)",27.5,26.9,26
"Africa_Central","Cabo Verde","Fat supply quantity (g/capita/day)",1,1.2,1.2
"Africa_Central","Cabo Verde","Food supply (kcal/capita/day)",506,522,535
"Africa_Central","Cabo Verde","Food supply quantity (g/capita/day)",144,147,152
"Africa_Central","Cabo Verde","Protein supply quantity (g/capita/day)",11.2,11.3,12.4
"Africa_Central","Cambodia","Fat supply quantity (g/capita/day)",5.8,5.1,5
"Africa_Central","Cambodia","Food supply (kcal/capita/day)",1520,1526,1521
"Africa_Central","Cambodia","Food supply quantity (g/capita/day)",437,438,436
"Africa_Central","Cambodia","Protein supply quantity (g/capita/day)",30.8,31.1,31.1
"Africa_Central","Cameroon","Fat supply quantity (g/capita/day)",18.4,18.5,18.7
"Africa_Central","Cameroon","Food supply (kcal/capita/day)",655,654,669
"Africa_Central","Cameroon","Food supply quantity (g/capita/day)",171,171,177
"Africa_Central","Cameroon","Protein supply quantity (g/capita/day)",15.5,15.7,16
"Africa_Central","Canada","Fat supply quantity (g/capita/day)",2.2,2.3,2.4
"Africa_Central","Canada","Food supply (kcal/capita/day)",181,196,210
"Africa_Central","Canada","Food supply quantity (g/capita/day)",62,69,74
"Africa_Central","Canada","Protein supply quantity (g/capita/day)",6.7,7.9,8.5
"Africa_Central","Central African Republic","Fat supply quantity (g/capita/day)",5.1,5,4.2
"Africa_Central","Central African Republic","Food supply (kcal/capita/day)",245,262,251
"Africa_Central","Central African Republic","Food supply quantity (g/capita/day)",68,74,72
"Africa_Central","Central African Republic","Protein supply quantity (g/capita/day)",7.8,8.7,8.8
"Africa_Central","Chad","Fat supply quantity (g/capita/day)",4.2,4.4,4.6
"Africa_Central","Chad","Food supply (kcal/capita/day)",494,513,530
"Africa_Central","Chad","Food supply quantity (g/capita/day)",164,170,176
"Africa_Central","Chad","Protein supply quantity (g/capita/day)",14.2,14.8,15.3
"Africa_Central","Chile","Fat supply quantity (g/capita/day)",0.3,0.4,0.4
"Africa_Central","Chile","Food supply (kcal/capita/day)",100,100,95
"Africa_Central","Chile","Food supply quantity (g/capita/day)",28,29,28
"Africa_Central","Chile","Protein supply quantity (g/capita/day)",2.4,3.3,2.9
"Africa_Central","China, Hong Kong SAR","Fat supply quantity (g/capita/day)",1,1,1
"Africa_Central","China, Hong Kong SAR","Food supply (kcal/capita/day)",466,466,473
"Africa_Central","China, Hong Kong SAR","Food supply quantity (g/capita/day)",135,138,140
"Africa_Central","China, Hong Kong SAR","Protein supply quantity (g/capita/day)",8.4,8.4,8.6
"Africa_Central","China, Macao SAR","Fat supply quantity (g/capita/day)",2.3,2.5,1.1
"Africa_Central","China, Macao SAR","Food supply (kcal/capita/day)",503,478,477
"Africa_Central","China, Macao SAR","Food supply quantity (g/capita/day)",138,134,136
"Africa_Central","China, Macao SAR","Protein supply quantity (g/capita/day)",9.8,9.7,9.8
"Africa_Central","China, mainland","Fat supply quantity (g/capita/day)",10.2,9.2,9.4
"Africa_Central","China, mainland","Food supply (kcal/capita/day)",882,876,893
"Africa_Central","China, mainland","Food supply quantity (g/capita/day)",224,223,229
"Africa_Central","China, mainland","Protein supply quantity (g/capita/day)",15.5,15.7,15.8
"Africa_Central","China, Taiwan Province of","Fat supply quantity (g/capita/day)",9.5,10.2,9.4
"Africa_Central","China, Taiwan Province of","Food supply (kcal/capita/day)",529,546,536
"Africa_Central","China, Taiwan Province of","Food supply quantity (g/capita/day)",141,145,143
"Africa_Central","China, Taiwan Province of","Protein supply quantity (g/capita/day)",8.6,8.9,8.8
"Africa_Central","Colombia","Fat supply quantity (g/capita/day)",19.7,29.2,30.3
"Africa_Central","Colombia","Food supply (kcal/capita/day)",495,567,564
"Africa_Central","Colombia","Food supply quantity (g/capita/day)",108,118,114
"Africa_Central","Colombia","Protein supply quantity (g/capita/day)",7.2,7.2,6.8
"Africa_Central","Congo","Fat supply quantity (g/capita/day)",19.9,21,20.5
"Africa_Central","Congo","Food supply (kcal/capita/day)",356,380,375
"Africa_Central","Congo","Food supply quantity (g/capita/day)",70,75,74
"Africa_Central","Congo","Protein supply quantity (g/capita/day)",3.6,3.8,3.8
"Africa_Central","Costa Rica","Fat supply quantity (g/capita/day)",17.8,18,18.4
"Africa_Central","Costa Rica","Food supply (kcal/capita/day)",619,630,631
"Africa_Central","Costa Rica","Food supply quantity (g/capita/day)",162,172,174
"Africa_Central","Costa Rica","Protein supply quantity (g/capita/day)",9.8,10.6,10.6
"Africa_Central","Côte d'Ivoire","Fat supply quantity (g/capita/day)",28.2,28.5,28.7
"Africa_Central","Côte d'Ivoire","Food supply (kcal/capita/day)",841,816,815
"Africa_Central","Côte d'Ivoire","Food supply quantity (g/capita/day)",215,207,206
"Africa_Central","Côte d'Ivoire","Protein supply quantity (g/capita/day)",12.6,12.2,12
"Africa_Central","Croatia","Fat supply quantity (g/capita/day)",7.1,6.2,5.9
"Africa_Central","Croatia","Food supply (kcal/capita/day)",97,86,84
"Africa_Central","Croatia","Food supply quantity (g/capita/day)",29,28,28
"Africa_Central","Croatia","Protein supply quantity (g/capita/day)",1.6,1.5,1.5
"Africa_Central","Cuba","Fat supply quantity (g/capita/day)",1.6,1.1,1.3
"Africa_Central","Cuba","Food supply (kcal/capita/day)",704,577,660
"Africa_Central","Cuba","Food supply quantity (g/capita/day)",201,165,186
"Africa_Central","Cuba","Protein supply quantity (g/capita/day)",17.8,12.3,14.2
"Africa_Central","Cyprus","Fat supply quantity (g/capita/day)",0.2,0.2,0.2
"Africa_Central","Cyprus","Food supply (kcal/capita/day)",72,88,75
"Africa_Central","Cyprus","Food supply quantity (g/capita/day)",34,37,34
"Africa_Central","Cyprus","Protein supply quantity (g/capita/day)",2.6,3,2.6
"Africa_Central","Czech Republic","Fat supply quantity (g/capita/day)",0.1,0.1,0.3
"Africa_Central","Czech Republic","Food supply (kcal/capita/day)",51,51,57
"Africa_Central","Czech Republic","Food supply quantity (g/capita/day)",21,21,24
"Africa_Central","Czech Republic","Protein supply quantity (g/capita/day)",1.7,1.7,1.7
"Africa_Central","Democratic People's Republic of Korea","Fat supply quantity (g/capita/day)",4.2,4.3,4.2
"Africa_Central","Democratic People's Republic of Korea","Food supply (kcal/capita/day)",757,754,761
"Africa_Central","Democratic People's Republic of Korea","Food supply quantity (g/capita/day)",210,209,210
"Africa_Central","Democratic People's Republic of Korea","Protein supply quantity (g/capita/day)",13,13,13
"Africa_Central","Denmark","Fat supply quantity (g/capita/day)",8.2,8.7,8.5
"Africa_Central","Denmark","Food supply (kcal/capita/day)",133,138,143
"Africa_Central","Denmark","Food supply quantity (g/capita/day)",44,50,50
"Africa_Central","Denmark","Protein supply quantity (g/capita/day)",2.5,2.6,2.7
"Africa_Central","Djibouti","Fat supply quantity (g/capita/day)",24,24.6,24.9
"Africa_Central","Djibouti","Food supply (kcal/capita/day)",667,661,674
"Africa_Central","Djibouti","Food supply quantity (g/capita/day)",156,152,157
"Africa_Central","Djibouti","Protein supply quantity (g/capita/day)",9.2,9.2,9.6
"Africa_Central","Dominica","Fat supply quantity (g/capita/day)",0.7,0.7,0.6
"Africa_Central","Dominica","Food supply (kcal/capita/day)",141,125,116
"Africa_Central","Dominica","Food supply quantity (g/capita/day)",44,36,36
"Africa_Central","Dominica","Protein supply quantity (g/capita/day)",5.3,4.4,4
"Africa_Central","Dominican Republic","Fat supply quantity (g/capita/day)",15.5,17.5,22.3
"Africa_Central","Dominican Republic","Food supply (kcal/capita/day)",640,660,703
"Africa_Central","Dominican Republic","Food supply quantity (g/capita/day)",166,166,172
"Africa_Central","Dominican Republic","Protein supply quantity (g/capita/day)",12.1,11.9,11.9
"Africa_Central","Ecuador","Fat supply quantity (g/capita/day)",26.8,26.4,27.2
"Africa_Central","Ecuador","Food supply (kcal/capita/day)",661,662,672
"Africa_Central","Ecuador","Food supply quantity (g/capita/day)",152,153,154
"Africa_Central","Ecuador","Protein supply quantity (g/capita/day)",9.4,9.5,9.7
"Africa_Central","Egypt","Fat supply quantity (g/capita/day)",1.9,1.8,1.7
"Africa_Central","Egypt","Food supply (kcal/capita/day)",493,487,496
"Africa_Central","Egypt","Food supply quantity (g/capita/day)",132,130,132
"Africa_Central","Egypt","Protein supply quantity (g/capita/day)",12.6,14,12.4
"Africa_Central","El Salvador","Fat supply quantity (g/capita/day)",1.6,1.6,1.6
"Africa_Central","El Salvador","Food supply (kcal/capita/day)",248,254,249
"Africa_Central","El Salvador","Food supply quantity (g/capita/day)",79,82,81
"Africa_Central","El Salvador","Protein supply quantity (g/capita/day)",6,6.1,6
"Africa_Central","Estonia","Fat supply quantity (g/capita/day)",0,0.1,0.1
"Africa_Central","Estonia","Food supply (kcal/capita/day)",27,33,32
"Africa_Central","Estonia","Food supply quantity (g/capita/day)",23,22,21
"Africa_Central","Estonia","Protein supply quantity (g/capita/day)",1.3,1.3,1.2
"Africa_Central","Ethiopia","Fat supply quantity (g/capita/day)",7.7,8.8,8.5
"Africa_Central","Ethiopia","Food supply (kcal/capita/day)",387,398,403
"Africa_Central","Ethiopia","Food supply quantity (g/capita/day)",115,116,118
"Africa_Central","Ethiopia","Protein supply quantity (g/capita/day)",14.9,15,16
"Africa_Central","Fiji","Fat supply quantity (g/capita/day)",2.1,1.9,1.5
"Africa_Central","Fiji","Food supply (kcal/capita/day)",540,584,495
"Africa_Central","Fiji","Food supply quantity (g/capita/day)",142,157,134
"Africa_Central","Fiji","Protein supply quantity (g/capita/day)",10,11.1,9.7
"Africa_Central","Finland","Fat supply quantity (g/capita/day)",0.1,2.9,2.7
"Africa_Central","Finland","Food supply (kcal/capita/day)",58,84,82
"Africa_Central","Finland","Food supply quantity (g/capita/day)",45,49,48
"Africa_Central","Finland","Protein supply quantity (g/capita/day)",2.9,2.9,2.9
"Africa_Central","France","Fat supply quantity (g/capita/day)",1.9,4.4,1.9
"Africa_Central","France","Food supply (kcal/capita/day)",88,108,89
"Africa_Central","France","Food supply quantity (g/capita/day)",33,37,36
"Africa_Central","France","Protein supply quantity (g/capita/day)",2.3,2.4,2.6
"Africa_Central","French Polynesia","Fat supply quantity (g/capita/day)",0.8,0.9,0.8
"Africa_Central","French Polynesia","Food supply (kcal/capita/day)",359,374,355
"Africa_Central","French Polynesia","Food supply quantity (g/capita/day)",107,109,104
"Africa_Central","French Polynesia","Protein supply quantity (g/capita/day)",7.6,7.7,7.2
"Africa_Central","Gabon","Fat supply quantity (g/capita/day)",9,8.2,8.1
"Africa_Central","Gabon","Food supply (kcal/capita/day)",415,406,414
"Africa_Central","Gabon","Food supply quantity (g/capita/day)",104,102,104
"Africa_Central","Gabon","Protein supply quantity (g/capita/day)",6.6,6.6,6.7
"Africa_Central","Gambia","Fat supply quantity (g/capita/day)",24.9,22.3,26
"Africa_Central","Gambia","Food supply (kcal/capita/day)",1010,967,1004
"Africa_Central","Gambia","Food supply quantity (g/capita/day)",256,250,255
"Africa_Central","Gambia","Protein supply quantity (g/capita/day)",17.1,16.7,16.8
"Africa_Central","Georgia","Fat supply quantity (g/capita/day)",0.1,0.1,0.1
"Africa_Central","Georgia","Food supply (kcal/capita/day)",25,27,29
"Africa_Central","Georgia","Food supply quantity (g/capita/day)",12,13,14
"Africa_Central","Georgia","Protein supply quantity (g/capita/day)",0.7,0.8,0.8
"Africa_Central","Germany","Fat supply quantity (g/capita/day)",11,0.2,7
"Africa_Central","Germany","Food supply (kcal/capita/day)",135,40,102
"Africa_Central","Germany","Food supply quantity (g/capita/day)",35,26,34
"Africa_Central","Germany","Protein supply quantity (g/capita/day)",1.7,1.7,1.9
"Africa_Central","Ghana","Fat supply quantity (g/capita/day)",9,10.8,9.7
"Africa_Central","Ghana","Food supply (kcal/capita/day)",414,454,467
"Africa_Central","Ghana","Food supply quantity (g/capita/day)",111,120,126
"Africa_Central","Ghana","Protein supply quantity (g/capita/day)",7.7,8.2,8.5
"Africa_Central","Greece","Fat supply quantity (g/capita/day)",0.2,0.2,0.2
"Africa_Central","Greece","Food supply (kcal/capita/day)",88,75,91
"Africa_Central","Greece","Food supply quantity (g/capita/day)",39,36,40
"Africa_Central","Greece","Protein supply quantity (g/capita/day)",3,2.9,3
"Africa_Central","Grenada","Fat supply quantity (g/capita/day)",0.4,0.4,0.5
"Africa_Central","Grenada","Food supply (kcal/capita/day)",133,142,184
"Africa_Central","Grenada","Food supply quantity (g/capita/day)",39,39,52
"Africa_Central","Grenada","Protein supply quantity (g/capita/day)",4.9,4.6,5.9
"Africa_Central","Guatemala","Fat supply quantity (g/capita/day)",7.8,7.9,8.9
"Africa_Central","Guatemala","Food supply (kcal/capita/day)",147,155,157
"Africa_Central","Guatemala","Food supply quantity (g/capita/day)",34,36,36
"Africa_Central","Guatemala","Protein supply quantity (g/capita/day)",3.1,3.2,2.9
"Africa_Central","Guinea-Bissau","Fat supply quantity (g/capita/day)",19.7,19.7,19.8
"Africa_Central","Guinea-Bissau","Food supply (kcal/capita/day)",1146,1159,1162
"Africa_Central","Guinea-Bissau","Food supply quantity (g/capita/day)",293,297,299
"Africa_Central","Guinea-Bissau","Protein supply quantity (g/capita/day)",20.2,20.5,20.6
"Africa_Central","Guinea","Fat supply quantity (g/capita/day)",21.2,23.6,25.2
"Africa_Central","Guinea","Food supply (kcal/capita/day)",1203,1200,1212
"Africa_Central","Guinea","Food supply quantity (g/capita/day)",309,300,302
"Africa_Central","Guinea","Protein supply quantity (g/capita/day)",25.1,24.4,24.2
"Africa_Central","Guyana","Fat supply quantity (g/capita/day)",1.9,1.9,1.8
"Africa_Central","Guyana","Food supply (kcal/capita/day)",792,771,765
"Africa_Central","Guyana","Food supply quantity (g/capita/day)",227,219,219
"Africa_Central","Guyana","Protein supply quantity (g/capita/day)",16.6,16.5,15.9
"Africa_Central","Haiti","Fat supply quantity (g/capita/day)",11.5,10.2,12.8
"Africa_Central","Haiti","Food supply (kcal/capita/day)",563,605,646
"Africa_Central","Haiti","Food supply quantity (g/capita/day)",150,161,169
"Africa_Central","Haiti","Protein supply quantity (g/capita/day)",11.4,12.8,12.9
"Africa_Central","Honduras","Fat supply quantity (g/capita/day)",26.2,26,26.1
"Africa_Central","Honduras","Food supply (kcal/capita/day)",405,387,391
"Africa_Central","Honduras","Food supply quantity (g/capita/day)",88,77,81
"Africa_Central","Honduras","Protein supply quantity (g/capita/day)",4.4,3.5,3.9
"Africa_Central","Hungary","Fat supply quantity (g/capita/day)",8.6,8.2,8.2
"Africa_Central","Hungary","Food supply (kcal/capita/day)",111,101,102
"Africa_Central","Hungary","Food supply quantity (g/capita/day)",20,18,18
"Africa_Central","Hungary","Protein supply quantity (g/capita/day)",1,0.9,0.9
"Africa_Central","Iceland","Fat supply quantity (g/capita/day)",0.1,0.1,0.1
"Africa_Central","Iceland","Food supply (kcal/capita/day)",43,48,46
"Africa_Central","Iceland","Food supply quantity (g/capita/day)",33,32,31
"Africa_Central","Iceland","Protein supply quantity (g/capita/day)",2.2,2.2,2.1
"Africa_Central","India","Fat supply quantity (g/capita/day)",10,8.2,8.3
"Africa_Central","India","Food supply (kcal/capita/day)",899,881,888
"Africa_Central","India","Food supply quantity (g/capita/day)",240,238,240
"Africa_Central","India","Protein supply quantity (g/capita/day)",19.3,19.1,19.5
"Africa_Central","Indonesia","Fat supply quantity (g/capita/day)",21.5,22.2,23.5
"Africa_Central","Indonesia","Food supply (kcal/capita/day)",1437,1463,1484
"Africa_Central","Indonesia","Food supply quantity (g/capita/day)",375,380,385
"Africa_Central","Indonesia","Protein supply quantity (g/capita/day)",23.7,24.1,24.4
"Africa_Central","Iran (Islamic Republic of)","Fat supply quantity (g/capita/day)",0.8,1.3,1.3
"Africa_Central","Iran (Islamic Republic of)","Food supply (kcal/capita/day)",261,357,344
"Africa_Central","Iran (Islamic Republic of)","Food supply quantity (g/capita/day)",75,102,98
"Africa_Central","Iran (Islamic Republic of)","Protein supply quantity (g/capita/day)",6.6,9.3,9.2
"Africa_Central","Iraq","Fat supply quantity (g/capita/day)",20,20.3,21.1
"Africa_Central","Iraq","Food supply (kcal/capita/day)",559,536,507
"Africa_Central","Iraq","Food supply quantity (g/capita/day)",126,120,110
"Africa_Central","Iraq","Protein supply quantity (g/capita/day)",8.6,8.3,7.4
"Africa_Central","Ireland","Fat supply quantity (g/capita/day)",0.5,0.4,0.5
"Africa_Central","Ireland","Food supply (kcal/capita/day)",52,54,48
"Africa_Central","Ireland","Food supply quantity (g/capita/day)",18,19,19
"Africa_Central","Ireland","Protein supply quantity (g/capita/day)",1.1,1.2,1.2
"Africa_Central","Israel","Fat supply quantity (g/capita/day)",12,9.1,8.4
"Africa_Central","Israel","Food supply (kcal/capita/day)",263,230,223
"Africa_Central","Israel","Food supply quantity (g/capita/day)",67,66,61
"Africa_Central","Israel","Protein supply quantity (g/capita/day)",6.3,5.9,5.9
"Africa_Central","Italy","Fat supply quantity (g/capita/day)",3.8,3.8,3.8
"Africa_Central","Italy","Food supply (kcal/capita/day)",109,117,112
"Africa_Central","Italy","Food supply quantity (g/capita/day)",38,41,39
"Africa_Central","Italy","Protein supply quantity (g/capita/day)",3.4,3.6,3.4
"Africa_Central","Jamaica","Fat supply quantity (g/capita/day)",1.3,1.2,1.1
"Africa_Central","Jamaica","Food supply (kcal/capita/day)",324,296,292
"Africa_Central","Jamaica","Food supply quantity (g/capita/day)",91,81,81
"Africa_Central","Jamaica","Protein supply quantity (g/capita/day)",7.5,6.8,6.7
"Africa_Central","Japan","Fat supply quantity (g/capita/day)",6,6.3,6.5
"Africa_Central","Japan","Food supply (kcal/capita/day)",628,644,628
"Africa_Central","Japan","Food supply quantity (g/capita/day)",134,138,135
"Africa_Central","Japan","Protein supply quantity (g/capita/day)",11.5,11.7,11.4
"Africa_Central","Jordan","Fat supply quantity (g/capita/day)",13,17.8,19.2
"Africa_Central","Jordan","Food supply (kcal/capita/day)",415,446,440
"Africa_Central","Jordan","Food supply quantity (g/capita/day)",105,106,102
"Africa_Central","Jordan","Protein supply quantity (g/capita/day)",9.1,9,8.6
"Africa_Central","Kazakhstan","Fat supply quantity (g/capita/day)",0.2,0.2,0.2
"Africa_Central","Kazakhstan","Food supply (kcal/capita/day)",87,85,84
"Africa_Central","Kazakhstan","Food supply quantity (g/capita/day)",27,25,26
"Africa_Central","Kazakhstan","Protein supply quantity (g/capita/day)",1.7,1.6,1.7
"Africa_Central","Kenya","Fat supply quantity (g/capita/day)",16.8,16.2,13.3
"Africa_Central","Kenya","Food supply (kcal/capita/day)",266,269,263
"Africa_Central","Kenya","Food supply quantity (g/capita/day)",53,54,56
"Africa_Central","Kenya","Protein supply quantity (g/capita/day)",3.9,4.4,4.7
"Africa_Central","Kiribati","Fat supply quantity (g/capita/day)",0.8,1,1.2
"Africa_Central","Kiribati","Food supply (kcal/capita/day)",419,523,596
"Africa_Central","Kiribati","Food supply quantity (g/capita/day)",117,145,167
"Africa_Central","Kiribati","Protein supply quantity (g/capita/day)",7.8,9.7,11.1
"Africa_Central","Kuwait","Fat supply quantity (g/capita/day)",15.9,17.1,15.4
"Africa_Central","Kuwait","Food supply (kcal/capita/day)",744,790,803
"Africa_Central","Kuwait","Food supply quantity (g/capita/day)",192,202,209
"Africa_Central","Kuwait","Protein supply quantity (g/capita/day)",13.2,14.3,15.1
"Africa_Central","Kyrgyzstan","Fat supply quantity (g/capita/day)",0.3,0.2,0.1
"Africa_Central","Kyrgyzstan","Food supply (kcal/capita/day)",92,64,52
"Africa_Central","Kyrgyzstan","Food supply quantity (g/capita/day)",25,18,16
"Africa_Central","Kyrgyzstan","Protein supply quantity (g/capita/day)",1.8,1.2,1
"Africa_Central","Lao People's Democratic Republic","Fat supply quantity (g/capita/day)",8.3,8.4,8.3
"Africa_Central","Lao People's Democratic Republic","Food supply (kcal/capita/day)",1466,1475,1482
"Africa_Central","Lao People's Democratic Republic","Food supply quantity (g/capita/day)",464,469,469
