"Item","Country","Element","Y2009","Y2010","Y2011","Average","Data.type","Region","Region_nice","Region_code","Region_macronew","Region_macro1","Region_macro1_nice","Region_macro2","Region_macro2_nice","Region_macro3","Region_macro3_nice","Region_crops"
"Berries_nes","Malta","Production",200,180,190,190,"Food supplies (2009-2011 mean) ","Mediterranean_SouthandEast","SE Mediterranean","SEM","W Asia and SE Mediterranean","Mediterranean_SouthandEast","South and East Mediterranean","Europe","Europe","Developed_country","Developed countries","Not_Specified"
"Berries_nes","Portugal","Production",120,126,120,122,"Food supplies (2009-2011 mean) ","Europe_Western_south","SW Europe","WEU-S","Europe","Europe_Western","Western Europe","Europe","Europe","Developed_country","Developed countries","Not_Specified"
"Berries_nes","Iceland","Production",34,35,34,34.3333333333333,"Food supplies (2009-2011 mean) ","Europe_Western_north","NW Europe","WEU-N","Europe","Europe_Western","Western Europe","Europe","Europe","Developed_country","Developed countries","Not_Specified"
"Berries_nes","Solomon Islands","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","Pacific_Region_tropical","Trop. Pacific Region","PAC-T","Pacific","Pacific_Region","Pacific","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Czech Republic","Production",1041,1200,1461,1234,"Food supplies (2009-2011 mean) ","Europe_Eastern_north","NE Europe","EEU-N","Europe","Europe_Eastern","Eastern Europe","Europe","Europe","Developed_country","Developed countries","Not_Specified"
"Berries_nes","Saint Lucia","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Austria","Production",2160.42,945,850,1318.47333333333,"Food supplies (2009-2011 mean) ","Europe_Western_north","NW Europe","WEU-N","Europe","Europe_Western","Western Europe","Europe","Europe","Developed_country","Developed countries","Not_Specified"
"Berries_nes","Belarus","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","Europe_Eastern_north","NE Europe","EEU-N","Europe","Europe_Eastern","Eastern Europe","Europe","Europe","Developed_country","Developed countries","Not_Specified"
"Berries_nes","Congo","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","Africa_Central","Central Africa","CAF","Africa","Africa_Central","Central Africa","Africa","Africa","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Ecuador","Production",7667,7937,7500,7701.33333333333,"Food supplies (2009-2011 mean) ","America_South_andean","Andes","SAM-A","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Slovakia","Production",130,91,87,102.666666666667,"Food supplies (2009-2011 mean) ","Europe_Eastern_north","NE Europe","EEU-N","Europe","Europe_Eastern","Eastern Europe","Europe","Europe","Developed_country","Developed countries","Not_Specified"
"Berries_nes","Burkina Faso","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","Africa_West","West Africa","WAF","Africa","Africa_West","West Africa","Africa","Africa","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Mongolia","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","Asia_East","East Asia","EAS","East Asia","Asia_East","East Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Madagascar","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","Africa_Indian_Ocean_Islands","IOI","IOI","Africa","Africa_Indian_Ocean_Islands","Indian Ocean Islands","Africa","Africa","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Algeria","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","Mediterranean_SouthandEast","SE Mediterranean","SEM","W Asia and SE Mediterranean","Mediterranean_SouthandEast","South and East Mediterranean","Africa","Africa","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Honduras","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Sao Tome and Principe","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","Africa_Central","Central Africa","CAF","Africa","Africa_Central","Central Africa","Africa","Africa","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Mexico","Production",115961,61558,135563,104360.666666667,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Maldives","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","Asia_South","South Asia","SAS","South Asia","Asia_South","South Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Mozambique","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","Africa_Southern","Southern Africa","SAF","Africa","Africa_Southern","Southern Africa","Africa","Africa","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Thailand","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","Asia_Southeast","Southeast Asia","SEA","Southeast Asia","Asia_Southeast","Southeast Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Cabo Verde","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","Africa_West","West Africa","WAF","Africa","Africa_West","West Africa","Africa","Africa","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Venezuela (Bolivarian Republic of)","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Not_Specified"
"Berries_nes","China, Hong Kong SAR","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","Asia_East","East Asia","EAS","East Asia","Asia_East","East Asia","Asia and the Pacific","Asia and the Pacific","Developed_country","Developed countries","Not_Specified"
"Berries_nes","Uzbekistan","Production",1200,1300,1400,1300,"Food supplies (2009-2011 mean) ","Asia_Central","Central Asia","CAS","Central Asia","Asia_Central","Central Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Mauritania","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","Africa_West","West Africa","WAF","Africa","Africa_West","West Africa","Africa","Africa","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Jamaica","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Bosnia and Herzegovina","Production",714,700,721,711.666666666667,"Food supplies (2009-2011 mean) ","Europe_Eastern_south","SE Europe","EEU-S","Europe","Europe_Eastern","Eastern Europe","Europe","Europe","Developed_country","Developed countries","Not_Specified"
"Berries_nes","Democratic People's Republic of Korea","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","Asia_East","East Asia","EAS","East Asia","Asia_East","East Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Philippines","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","Asia_Southeast","Southeast Asia","SEA","Southeast Asia","Asia_Southeast","Southeast Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Luxembourg","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","Europe_Western_north","NW Europe","WEU-N","Europe","Europe_Western","Western Europe","Europe","Europe","Developed_country","Developed countries","Not_Specified"
"Berries_nes","Israel","Production",1824,1776,1629,1743,"Food supplies (2009-2011 mean) ","Mediterranean_SouthandEast","SE Mediterranean","SEM","W Asia and SE Mediterranean","Mediterranean_SouthandEast","South and East Mediterranean","Asia and the Pacific","Asia and the Pacific","Developed_country","Developed countries","Not_Specified"
"Berries_nes","Syrian Arab Republic","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","Asia_West","West Asia","WAS","W Asia and SE Mediterranean","Asia_West","West Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Yemen","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","Asia_West","West Asia","WAS","W Asia and SE Mediterranean","Asia_West","West Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Kuwait","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","Asia_West","West Asia","WAS","W Asia and SE Mediterranean","Asia_West","West Asia","Asia and the Pacific","Asia and the Pacific","Developed_country","Developed countries","Not_Specified"
"Berries_nes","Antigua and Barbuda","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Senegal","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","Africa_West","West Africa","WAF","Africa","Africa_West","West Africa","Africa","Africa","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Cuba","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Denmark","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","Europe_Western_north","NW Europe","WEU-N","Europe","Europe_Western","Western Europe","Europe","Europe","Developed_country","Developed countries","Not_Specified"
"Berries_nes","Germany","Production",224,219,304,249,"Food supplies (2009-2011 mean) ","Europe_Western_north","NW Europe","WEU-N","Europe","Europe_Western","Western Europe","Europe","Europe","Developed_country","Developed countries","Not_Specified"
"Berries_nes","Uruguay","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","America_South_temperate","Temp. S. America","SAM-Tem","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Not_Specified"
"Berries_nes","South Africa","Production",851,858,801,836.666666666667,"Food supplies (2009-2011 mean) ","Africa_Southern","Southern Africa","SAF","Africa","Africa_Southern","Southern Africa","Africa","Africa","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Israel","Production",1824,1776,1629,1743,"Food supplies (2009-2011 mean) ","Asia_West","West Asia","WAS","W Asia and SE Mediterranean","Asia_West","West Asia","Asia and the Pacific","Asia and the Pacific","Developed_country","Developed countries","Not_Specified"
"Berries_nes","Guyana","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Not_Specified"
"Berries_nes","New Caledonia","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","Pacific_Region_tropical","Trop. Pacific Region","PAC-T","Pacific","Pacific_Region","Pacific","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Sudan (former)","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","Africa_East","East Africa","EAF","Africa","Africa_East","East Africa","Africa","Africa","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Guinea-Bissau","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","Africa_West","West Africa","WAF","Africa","Africa_West","West Africa","Africa","Africa","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Pakistan","Production",3293,2949,2855,3032.33333333333,"Food supplies (2009-2011 mean) ","Asia_West","West Asia","WAS","W Asia and SE Mediterranean","Asia_West","West Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Switzerland","Production",115,92,91,99.3333333333333,"Food supplies (2009-2011 mean) ","Europe_Western_north","NW Europe","WEU-N","Europe","Europe_Western","Western Europe","Europe","Europe","Developed_country","Developed countries","Not_Specified"
"Berries_nes","Bolivia (Plurinational State of)","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Slovenia","Production",107,129,177,137.666666666667,"Food supplies (2009-2011 mean) ","Europe_Eastern_south","SE Europe","EEU-S","Europe","Europe_Eastern","Eastern Europe","Europe","Europe","Developed_country","Developed countries","Not_Specified"
"Berries_nes","Ethiopia","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","Africa_East","East Africa","EAF","Africa","Africa_East","East Africa","Africa","Africa","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Republic of Korea","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","Asia_East","East Asia","EAS","East Asia","Asia_East","East Asia","Asia and the Pacific","Asia and the Pacific","Developed_country","Developed countries","Not_Specified"
"Berries_nes","United Kingdom","Production",6100,5950,5866,5972,"Food supplies (2009-2011 mean) ","Europe_Western_north","NW Europe","WEU-N","Europe","Europe_Western","Western Europe","Europe","Europe","Developed_country","Developed countries","Not_Specified"
"Berries_nes","Samoa","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","Pacific_Region_tropical","Trop. Pacific Region","PAC-T","Pacific","Pacific_Region","Pacific","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Not_Specified"
"Berries_nes","United Arab Emirates","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","Asia_West","West Asia","WAS","W Asia and SE Mediterranean","Asia_West","West Asia","Asia and the Pacific","Asia and the Pacific","Developed_country","Developed countries","Not_Specified"
"Berries_nes","Armenia","Production",14140,10084,12627,12283.6666666667,"Food supplies (2009-2011 mean) ","Asia_Central","Central Asia","CAS","Central Asia","Asia_Central","Central Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Timor-Leste","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","Asia_Southeast","Southeast Asia","SEA","Southeast Asia","Asia_Southeast","Southeast Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Côte d'Ivoire","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","Africa_West","West Africa","WAF","Africa","Africa_West","West Africa","Africa","Africa","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Colombia","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","America_South_andean","Andes","SAM-A","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Peru","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","America_South_andean","Andes","SAM-A","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Brazil","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Colombia","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","America_South_tropical","Trop. S. America","SAM-Tro","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Sierra Leone","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","Africa_West","West Africa","WAF","Africa","Africa_West","West Africa","Africa","Africa","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Georgia","Production",400,800,1800,1000,"Food supplies (2009-2011 mean) ","Asia_Central","Central Asia","CAS","Central Asia","Asia_Central","Central Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Not_Specified"
"Berries_nes","United States of America","Production",24857,25000,25915,25257.3333333333,"Food supplies (2009-2011 mean) ","America_North","North America","NAM","North America","America_North","North America","North America","North America","Developed_country","Developed countries","Not_Specified"
"Berries_nes","Togo","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","Africa_West","West Africa","WAF","Africa","Africa_West","West Africa","Africa","Africa","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Croatia","Production",357,400,395,384,"Food supplies (2009-2011 mean) ","Europe_Eastern_south","SE Europe","EEU-S","Europe","Europe_Eastern","Eastern Europe","Europe","Europe","Developed_country","Developed countries","Not_Specified"
"Berries_nes","Dominican Republic","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Iran (Islamic Republic of)","Production",197090,179103,177962,184718.333333333,"Food supplies (2009-2011 mean) ","Asia_West","West Asia","WAS","W Asia and SE Mediterranean","Asia_West","West Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Latvia","Production",367,379,363,369.666666666667,"Food supplies (2009-2011 mean) ","Europe_Eastern_north","NE Europe","EEU-N","Europe","Europe_Eastern","Eastern Europe","Europe","Europe","Developed_country","Developed countries","Not_Specified"
"Berries_nes","Saint Vincent and the Grenadines","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Caribbean","Caribbean","CAR","Latin America","America_Caribbean","Caribbean","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Uganda","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","Africa_East","East Africa","EAF","Africa","Africa_East","East Africa","Africa","Africa","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Finland","Production",206,158,264,209.333333333333,"Food supplies (2009-2011 mean) ","Europe_Western_north","NW Europe","WEU-N","Europe","Europe_Western","Western Europe","Europe","Europe","Developed_country","Developed countries","Not_Specified"
"Berries_nes","Zimbabwe","Production",43,44,43,43.3333333333333,"Food supplies (2009-2011 mean) ","Africa_Southern","Southern Africa","SAF","Africa","Africa_Southern","Southern Africa","Africa","Africa","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Guinea","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","Africa_West","West Africa","WAF","Africa","Africa_West","West Africa","Africa","Africa","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Belgium","Production",81.34,83,90,84.78,"Food supplies (2009-2011 mean) ","Europe_Western_north","NW Europe","WEU-N","Europe","Europe_Western","Western Europe","Europe","Europe","Developed_country","Developed countries","Not_Specified"
"Berries_nes","Guatemala","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","America_Central_and_Mexico","Central America","CAM","Latin America","America_Central_and_Mexico","Central America and Mexico","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Niger","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","Africa_West","West Africa","WAF","Africa","Africa_West","West Africa","Africa","Africa","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Albania","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","Europe_Eastern_south","SE Europe","EEU-S","Europe","Europe_Eastern","Eastern Europe","Europe","Europe","Developed_country","Developed countries","Not_Specified"
"Berries_nes","Canada","Production",13510,12630,12880,13006.6666666667,"Food supplies (2009-2011 mean) ","America_North","North America","NAM","North America","America_North","North America","North America","North America","Developed_country","Developed countries","Not_Specified"
"Berries_nes","Jordan","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","Mediterranean_SouthandEast","SE Mediterranean","SEM","W Asia and SE Mediterranean","Mediterranean_SouthandEast","South and East Mediterranean","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Somalia","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","Africa_East","East Africa","EAF","Africa","Africa_East","East Africa","Africa","Africa","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Kazakhstan","Production",300,300,300,300,"Food supplies (2009-2011 mean) ","Asia_Central","Central Asia","CAS","Central Asia","Asia_Central","Central Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Serbia","Production",3591,3500,4153,3748,"Food supplies (2009-2011 mean) ","Europe_Eastern_south","SE Europe","EEU-S","Europe","Europe_Eastern","Eastern Europe","Europe","Europe","Developed_country","Developed countries","Not_Specified"
"Berries_nes","Romania","Production",2585,2422,2643,2550,"Food supplies (2009-2011 mean) ","Europe_Eastern_north","NE Europe","EEU-N","Europe","Europe_Eastern","Eastern Europe","Europe","Europe","Developed_country","Developed countries","Not_Specified"
"Berries_nes","Malaysia","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","Asia_Southeast","Southeast Asia","SEA","Southeast Asia","Asia_Southeast","Southeast Asia","Asia and the Pacific","Asia and the Pacific","Developing_country","Developing countries","Not_Specified"
"Berries_nes","Chile","Production",0,0,0,0,"Food supplies (2009-2011 mean) ","America_South_andean","Andes","SAM-A","Latin America","America_South","South America","Latin America and the Caribbean","Latin America and the Caribbean","Developing_country","Developing countries","Not_Specified"
