"Y2009","Y2010","Y2011","Country","Element"
47.5,50.8,51.6,"Djibouti","Protein supply quantity (g/capita/day)"
41.8,37.5,38.2,"Dominica","Protein supply quantity (g/capita/day)"
27.1,30.2,32,"Dominican Republic","Protein supply quantity (g/capita/day)"
24.4,25.5,25.6,"Ecuador","Protein supply quantity (g/capita/day)"
78,79.2,78,"Egypt","Protein supply quantity (g/capita/day)"
45.8,45.2,45.8,"El Salvador","Protein supply quantity (g/capita/day)"
41.7,43.9,45.2,"Estonia","Protein supply quantity (g/capita/day)"
52.9,52.9,54.4,"Ethiopia","Protein supply quantity (g/capita/day)"
41.9,43.3,43.2,"Fiji","Protein supply quantity (g/capita/day)"
41.7,43,42.7,"Finland","Protein supply quantity (g/capita/day)"
39.7,41.7,41.6,"France","Protein supply quantity (g/capita/day)"
32,31.8,31,"French Polynesia","Protein supply quantity (g/capita/day)"
40.2,40.5,41.6,"Gabon","Protein supply quantity (g/capita/day)"
48,50.5,50.9,"Gambia","Protein supply quantity (g/capita/day)"
49.6,46.9,50.3,"Georgia","Protein supply quantity (g/capita/day)"
40,39.7,40.7,"Germany","Protein supply quantity (g/capita/day)"
44.1,44.4,44.4,"Ghana","Protein supply quantity (g/capita/day)"
51,49.7,49.6,"Greece","Protein supply quantity (g/capita/day)"
26.8,27.1,29,"Grenada","Protein supply quantity (g/capita/day)"
44.8,45,45.8,"Guatemala","Protein supply quantity (g/capita/day)"
45.7,45.9,45.4,"Guinea","Protein supply quantity (g/capita/day)"
34.9,35.5,34.2,"Guinea-Bissau","Protein supply quantity (g/capita/day)"
41.2,41.8,41.4,"Guyana","Protein supply quantity (g/capita/day)"
36.2,39.5,34.7,"Haiti","Protein supply quantity (g/capita/day)"
40,39,41.5,"Honduras","Protein supply quantity (g/capita/day)"
38.5,36.7,34.9,"Hungary","Protein supply quantity (g/capita/day)"
36.3,34.8,34.6,"Iceland","Protein supply quantity (g/capita/day)"
45.5,47.4,47.9,"India","Protein supply quantity (g/capita/day)"
42.3,42.9,43.7,"Indonesia","Protein supply quantity (g/capita/day)"
61.1,62.6,63.3,"Iran (Islamic Republic of)","Protein supply quantity (g/capita/day)"
49.5,49.5,49.1,"Iraq","Protein supply quantity (g/capita/day)"
45.7,46.7,45.3,"Ireland","Protein supply quantity (g/capita/day)"
56.2,56,54.4,"Israel","Protein supply quantity (g/capita/day)"
51.7,50,49.9,"Italy","Protein supply quantity (g/capita/day)"
39.6,38.4,40.6,"Jamaica","Protein supply quantity (g/capita/day)"
39.1,39.5,39.5,"Japan","Protein supply quantity (g/capita/day)"
54.7,52.6,54.3,"Jordan","Protein supply quantity (g/capita/day)"
41.5,42.6,40,"Kazakhstan","Protein supply quantity (g/capita/day)"
42.4,43.1,46.5,"Kenya","Protein supply quantity (g/capita/day)"
36.5,37.7,37.5,"Kiribati","Protein supply quantity (g/capita/day)"
49.3,50.5,53.1,"Kuwait","Protein supply quantity (g/capita/day)"
50.7,48.8,48.6,"Kyrgyzstan","Protein supply quantity (g/capita/day)"
49.8,49.7,50.5,"Lao People's Democratic Republic","Protein supply quantity (g/capita/day)"
39.5,37.1,39.3,"Latvia","Protein supply quantity (g/capita/day)"
47.8,50.1,49.5,"Lebanon","Protein supply quantity (g/capita/day)"
62.2,63.7,63.5,"Lesotho","Protein supply quantity (g/capita/day)"
31.5,30.4,30.5,"Liberia","Protein supply quantity (g/capita/day)"
51.7,51.1,51.5,"Libya","Protein supply quantity (g/capita/day)"
50.2,47.5,48.3,"Lithuania","Protein supply quantity (g/capita/day)"
39.3,43.7,42.8,"Luxembourg","Protein supply quantity (g/capita/day)"
36.8,36.8,36.6,"Madagascar","Protein supply quantity (g/capita/day)"
55,56.8,57.7,"Malawi","Protein supply quantity (g/capita/day)"
36.1,35.2,36,"Malaysia","Protein supply quantity (g/capita/day)"
33.3,34.5,35.6,"Maldives","Protein supply quantity (g/capita/day)"
55.4,56,56.4,"Mali","Protein supply quantity (g/capita/day)"
50.3,48.9,50.2,"Malta","Protein supply quantity (g/capita/day)"
49.5,48.5,46.8,"Mauritania","Protein supply quantity (g/capita/day)"
50.1,51.6,49.3,"Mauritius","Protein supply quantity (g/capita/day)"
45.8,46.2,44.9,"Mexico","Protein supply quantity (g/capita/day)"
30.1,32,32.3,"Mongolia","Protein supply quantity (g/capita/day)"
53,54.2,52,"Montenegro","Protein supply quantity (g/capita/day)"
69.8,71.2,71.4,"Morocco","Protein supply quantity (g/capita/day)"
38.5,40.1,40.4,"Mozambique","Protein supply quantity (g/capita/day)"
46.5,48.5,48.2,"Myanmar","Protein supply quantity (g/capita/day)"
36.6,36,36.7,"Namibia","Protein supply quantity (g/capita/day)"
53.8,53.5,54.9,"Nepal","Protein supply quantity (g/capita/day)"
35.1,35.6,35.4,"Netherlands","Protein supply quantity (g/capita/day)"
33.2,32.6,33.2,"New Caledonia","Protein supply quantity (g/capita/day)"
37,38.3,35.4,"New Zealand","Protein supply quantity (g/capita/day)"
44.6,44.9,46.6,"Nicaragua","Protein supply quantity (g/capita/day)"
63.4,66.3,66.2,"Niger","Protein supply quantity (g/capita/day)"
54.1,53.7,52.6,"Nigeria","Protein supply quantity (g/capita/day)"
44,45,44.2,"Norway","Protein supply quantity (g/capita/day)"
39.1,39.6,40.9,"Occupied Palestinian Territory","Protein supply quantity (g/capita/day)"
38.1,37.4,38.1,"Pakistan","Protein supply quantity (g/capita/day)"
34.3,35.7,35.2,"Panama","Protein supply quantity (g/capita/day)"
36.8,39,39.5,"Paraguay","Protein supply quantity (g/capita/day)"
45.5,46.7,46.6,"Peru","Protein supply quantity (g/capita/day)"
35.4,35.6,34.8,"Philippines","Protein supply quantity (g/capita/day)"
49.3,48.9,49.4,"Poland","Protein supply quantity (g/capita/day)"
44.7,44,42.1,"Portugal","Protein supply quantity (g/capita/day)"
49.1,48.2,51.3,"Republic of Korea","Protein supply quantity (g/capita/day)"
39.3,39.6,38.1,"Republic of Moldova","Protein supply quantity (g/capita/day)"
54.6,53.9,55.5,"Romania","Protein supply quantity (g/capita/day)"
46.2,46.5,47.3,"Russian Federation","Protein supply quantity (g/capita/day)"
48.5,48.8,46.8,"Rwanda","Protein supply quantity (g/capita/day)"
29.5,27.6,27.7,"Saint Kitts and Nevis","Protein supply quantity (g/capita/day)"
32.2,32.8,32.8,"Saint Lucia","Protein supply quantity (g/capita/day)"
37.7,41.8,38.7,"Saint Vincent and the Grenadines","Protein supply quantity (g/capita/day)"
31.4,31.9,32.9,"Samoa","Protein supply quantity (g/capita/day)"
44.7,44,44,"Sao Tome and Principe","Protein supply quantity (g/capita/day)"
49.2,52.1,50.8,"Saudi Arabia","Protein supply quantity (g/capita/day)"
43.3,43.9,43.2,"Senegal","Protein supply quantity (g/capita/day)"
43.3,44.3,44.8,"Serbia","Protein supply quantity (g/capita/day)"
40,40.2,41.5,"Sierra Leone","Protein supply quantity (g/capita/day)"
35.9,36.8,38,"Slovakia","Protein supply quantity (g/capita/day)"
42.1,41.9,43.3,"Slovenia","Protein supply quantity (g/capita/day)"
37.4,38.1,39,"Solomon Islands","Protein supply quantity (g/capita/day)"
23,22.6,21.8,"Somalia","Protein supply quantity (g/capita/day)"
48.1,48.6,49.5,"South Africa","Protein supply quantity (g/capita/day)"
41,39.5,38.1,"Spain","Protein supply quantity (g/capita/day)"
42.7,41.1,43.1,"Sri Lanka","Protein supply quantity (g/capita/day)"
44.4,44.6,45.4,"Sudan (former)","Protein supply quantity (g/capita/day)"
34.3,34.1,33.3,"Suriname","Protein supply quantity (g/capita/day)"
40.3,40.5,39.7,"Swaziland","Protein supply quantity (g/capita/day)"
36.7,36.8,35.9,"Sweden","Protein supply quantity (g/capita/day)"
34.6,34.9,34.8,"Switzerland","Protein supply quantity (g/capita/day)"
58.1,57,55.9,"Syrian Arab Republic","Protein supply quantity (g/capita/day)"
40.6,40.2,41,"Tajikistan","Protein supply quantity (g/capita/day)"
35.4,35.9,35.2,"Thailand","Protein supply quantity (g/capita/day)"
48.3,47.3,47.2,"The former Yugoslav Republic of Macedonia","Protein supply quantity (g/capita/day)"
37.8,39.1,39.6,"Timor-Leste","Protein supply quantity (g/capita/day)"
47.7,47.8,46.8,"Togo","Protein supply quantity (g/capita/day)"
36.9,37.6,39.2,"Trinidad and Tobago","Protein supply quantity (g/capita/day)"
70.4,71.5,72.1,"Tunisia","Protein supply quantity (g/capita/day)"
72.7,73,72.1,"Turkey","Protein supply quantity (g/capita/day)"
53.5,53.9,53.5,"Turkmenistan","Protein supply quantity (g/capita/day)"
37.8,38.7,39.3,"Uganda","Protein supply quantity (g/capita/day)"
44.6,44.6,46,"Ukraine","Protein supply quantity (g/capita/day)"
57.3,58,60.3,"United Arab Emirates","Protein supply quantity (g/capita/day)"
44.2,43.7,44.2,"United Kingdom","Protein supply quantity (g/capita/day)"
45.1,43.4,46.7,"United Republic of Tanzania","Protein supply quantity (g/capita/day)"
39.7,39.5,38.2,"United States of America","Protein supply quantity (g/capita/day)"
41.7,40.8,40.9,"Uruguay","Protein supply quantity (g/capita/day)"
51.4,52.3,52.7,"Uzbekistan","Protein supply quantity (g/capita/day)"
40.3,40.2,39.4,"Vanuatu","Protein supply quantity (g/capita/day)"
39,39.3,38.3,"Venezuela (Bolivarian Republic of)","Protein supply quantity (g/capita/day)"
45,46.1,46.1,"Viet Nam","Protein supply quantity (g/capita/day)"
45.1,46.3,44.5,"Yemen","Protein supply quantity (g/capita/day)"
40.8,42.9,44.1,"Zambia","Protein supply quantity (g/capita/day)"
40.6,40.6,40.3,"Zimbabwe","Protein supply quantity (g/capita/day)"
