"Y2009","Y2010","Y2011","Country","Element"
40.5,42.7,40.6,"Egypt","Protein supply quantity (g/capita/day)"
27.4,27.4,27.6,"El Salvador","Protein supply quantity (g/capita/day)"
0.7,0.6,0.8,"Estonia","Protein supply quantity (g/capita/day)"
17.6,18,18.8,"Ethiopia","Protein supply quantity (g/capita/day)"
4.6,3.7,3.9,"Fiji","Protein supply quantity (g/capita/day)"
1.4,1.5,1.6,"Finland","Protein supply quantity (g/capita/day)"
0.5,0.5,0.4,"France","Protein supply quantity (g/capita/day)"
1.5,1.6,1.7,"French Polynesia","Protein supply quantity (g/capita/day)"
6.6,6.6,6.7,"Gabon","Protein supply quantity (g/capita/day)"
29.8,30.3,30.1,"Gambia","Protein supply quantity (g/capita/day)"
35.3,35.9,35.8,"Georgia","Protein supply quantity (g/capita/day)"
1,0.9,0.9,"Germany","Protein supply quantity (g/capita/day)"
15.7,16,16.1,"Ghana","Protein supply quantity (g/capita/day)"
0.7,0.6,0.4,"Greece","Protein supply quantity (g/capita/day)"
0.6,0.7,0.8,"Grenada","Protein supply quantity (g/capita/day)"
28.4,28,28.5,"Guatemala","Protein supply quantity (g/capita/day)"
25.4,24.7,24.5,"Guinea","Protein supply quantity (g/capita/day)"
23.1,23,22.6,"Guinea-Bissau","Protein supply quantity (g/capita/day)"
1.9,1.9,1.8,"Guyana","Protein supply quantity (g/capita/day)"
0.1,0.1,0.2,"Haiti","Protein supply quantity (g/capita/day)"
24.6,24.4,25.7,"Honduras","Protein supply quantity (g/capita/day)"
0.2,0.3,0.3,"Hungary","Protein supply quantity (g/capita/day)"
0.9,1,1.1,"Iceland","Protein supply quantity (g/capita/day)"
20.7,21.1,21.3,"India","Protein supply quantity (g/capita/day)"
24.8,25.2,25.3,"Indonesia","Protein supply quantity (g/capita/day)"
41.9,41.7,41.8,"Iran (Islamic Republic of)","Protein supply quantity (g/capita/day)"
37,37.8,38.3,"Iraq","Protein supply quantity (g/capita/day)"
0.9,1.2,1.1,"Ireland","Protein supply quantity (g/capita/day)"
38.2,39.8,38.9,"Israel","Protein supply quantity (g/capita/day)"
1.1,1.1,0.7,"Italy","Protein supply quantity (g/capita/day)"
1.4,1.5,1.8,"Jamaica","Protein supply quantity (g/capita/day)"
19.5,19.6,19.1,"Japan","Protein supply quantity (g/capita/day)"
43.2,40,41.6,"Jordan","Protein supply quantity (g/capita/day)"
27.1,28.9,24.2,"Kazakhstan","Protein supply quantity (g/capita/day)"
3.4,3.2,3.7,"Kenya","Protein supply quantity (g/capita/day)"
10.4,10.8,10.1,"Kiribati","Protein supply quantity (g/capita/day)"
26.7,26.6,28.4,"Kuwait","Protein supply quantity (g/capita/day)"
31.7,32.8,32.7,"Kyrgyzstan","Protein supply quantity (g/capita/day)"
33.9,34.2,34.4,"Lao People's Democratic Republic","Protein supply quantity (g/capita/day)"
1.9,1.1,1.2,"Latvia","Protein supply quantity (g/capita/day)"
31.2,33.5,33.4,"Lebanon","Protein supply quantity (g/capita/day)"
3.7,2.6,1.2,"Lesotho","Protein supply quantity (g/capita/day)"
20,19.5,19.6,"Liberia","Protein supply quantity (g/capita/day)"
38.3,37.2,37.6,"Libya","Protein supply quantity (g/capita/day)"
0.6,0.7,0.7,"Lithuania","Protein supply quantity (g/capita/day)"
0.7,1.3,1.1,"Luxembourg","Protein supply quantity (g/capita/day)"
4.9,6.7,8,"Malawi","Protein supply quantity (g/capita/day)"
14.1,14.2,14.2,"Malaysia","Protein supply quantity (g/capita/day)"
12.9,13.2,13.1,"Maldives","Protein supply quantity (g/capita/day)"
39.8,40.8,41.1,"Mali","Protein supply quantity (g/capita/day)"
32.3,31.6,32.7,"Malta","Protein supply quantity (g/capita/day)"
16,17.2,15.9,"Mauritania","Protein supply quantity (g/capita/day)"
30.8,31.1,29.5,"Mexico","Protein supply quantity (g/capita/day)"
1.2,1.7,1.3,"Mongolia","Protein supply quantity (g/capita/day)"
1.5,1.6,1.5,"Montenegro","Protein supply quantity (g/capita/day)"
53.9,54.2,54.6,"Morocco","Protein supply quantity (g/capita/day)"
8.2,6.5,7.4,"Mozambique","Protein supply quantity (g/capita/day)"
27.8,28.6,28.8,"Myanmar","Protein supply quantity (g/capita/day)"
10.5,9.9,9.7,"Namibia","Protein supply quantity (g/capita/day)"
23.2,22.8,24.2,"Nepal","Protein supply quantity (g/capita/day)"
0.6,0.5,0.6,"Netherlands","Protein supply quantity (g/capita/day)"
0.7,0.8,0.8,"New Caledonia","Protein supply quantity (g/capita/day)"
28.1,27.8,28.7,"Nicaragua","Protein supply quantity (g/capita/day)"
52,53.4,53.9,"Niger","Protein supply quantity (g/capita/day)"
30.8,30.6,27.8,"Nigeria","Protein supply quantity (g/capita/day)"
1.1,1.1,1.1,"Norway","Protein supply quantity (g/capita/day)"
24.9,27.8,29.3,"Occupied Palestinian Territory","Protein supply quantity (g/capita/day)"
27.3,27.1,27.2,"Pakistan","Protein supply quantity (g/capita/day)"
5,5.2,5.2,"Panama","Protein supply quantity (g/capita/day)"
6,6.6,6.2,"Paraguay","Protein supply quantity (g/capita/day)"
8.5,8.5,8.9,"Peru","Protein supply quantity (g/capita/day)"
22.5,21.2,21.8,"Philippines","Protein supply quantity (g/capita/day)"
0.5,0.4,0.4,"Poland","Protein supply quantity (g/capita/day)"
0.3,0.3,0.4,"Portugal","Protein supply quantity (g/capita/day)"
21.9,21.1,22.8,"Republic of Korea","Protein supply quantity (g/capita/day)"
0.2,0.2,0.2,"Republic of Moldova","Protein supply quantity (g/capita/day)"
0.2,0.2,0.2,"Romania","Protein supply quantity (g/capita/day)"
0.5,0.4,0.5,"Russian Federation","Protein supply quantity (g/capita/day)"
4.9,5.2,4.7,"Rwanda","Protein supply quantity (g/capita/day)"
0.5,0.4,0.4,"Saint Kitts and Nevis","Protein supply quantity (g/capita/day)"
0.2,0.3,0.3,"Saint Lucia","Protein supply quantity (g/capita/day)"
0.7,1,1.5,"Saint Vincent and the Grenadines","Protein supply quantity (g/capita/day)"
11.1,10.9,10.9,"Samoa","Protein supply quantity (g/capita/day)"
6.4,6.3,6.3,"Sao Tome and Principe","Protein supply quantity (g/capita/day)"
28,29.3,28.3,"Saudi Arabia","Protein supply quantity (g/capita/day)"
23.5,23.6,23.9,"Senegal","Protein supply quantity (g/capita/day)"
2.5,2.4,2.7,"Serbia","Protein supply quantity (g/capita/day)"
26.4,25.8,26.5,"Sierra Leone","Protein supply quantity (g/capita/day)"
0.4,0.4,0.1,"Slovakia","Protein supply quantity (g/capita/day)"
0.5,0.5,0.6,"Slovenia","Protein supply quantity (g/capita/day)"
6.8,6.5,6.5,"Solomon Islands","Protein supply quantity (g/capita/day)"
8.3,7.7,6.4,"Somalia","Protein supply quantity (g/capita/day)"
0.6,0.5,0.6,"South Africa","Protein supply quantity (g/capita/day)"
2.6,2.9,3.1,"Spain","Protein supply quantity (g/capita/day)"
26.9,28,27.9,"Sri Lanka","Protein supply quantity (g/capita/day)"
26.3,26.6,26.7,"Sudan (former)","Protein supply quantity (g/capita/day)"
1.2,1,1,"Suriname","Protein supply quantity (g/capita/day)"
1.5,1.5,1.3,"Swaziland","Protein supply quantity (g/capita/day)"
0.4,0.4,0.3,"Sweden","Protein supply quantity (g/capita/day)"
0.5,0.5,0.6,"Switzerland","Protein supply quantity (g/capita/day)"
40.5,40.1,40.6,"Syrian Arab Republic","Protein supply quantity (g/capita/day)"
31.3,30.9,30.5,"Tajikistan","Protein supply quantity (g/capita/day)"
22.1,21.7,20.9,"Thailand","Protein supply quantity (g/capita/day)"
1,0.8,0.9,"The former Yugoslav Republic of Macedonia","Protein supply quantity (g/capita/day)"
12.1,12.4,12.2,"Timor-Leste","Protein supply quantity (g/capita/day)"
15.8,15.9,16,"Togo","Protein supply quantity (g/capita/day)"
0.4,0.4,0.4,"Trinidad and Tobago","Protein supply quantity (g/capita/day)"
56.6,56,56.1,"Tunisia","Protein supply quantity (g/capita/day)"
53.6,53.1,52.1,"Turkey","Protein supply quantity (g/capita/day)"
45.5,45,44.7,"Turkmenistan","Protein supply quantity (g/capita/day)"
6.2,6.5,6.7,"Uganda","Protein supply quantity (g/capita/day)"
1,1,1.2,"Ukraine","Protein supply quantity (g/capita/day)"
38.1,36.7,36.5,"United Arab Emirates","Protein supply quantity (g/capita/day)"
1.5,1.6,1.7,"United Kingdom","Protein supply quantity (g/capita/day)"
6,6.1,6.9,"United Republic of Tanzania","Protein supply quantity (g/capita/day)"
0.3,0.4,0.5,"United States of America","Protein supply quantity (g/capita/day)"
2.5,2.5,2.6,"Uruguay","Protein supply quantity (g/capita/day)"
41.2,41.3,41.5,"Uzbekistan","Protein supply quantity (g/capita/day)"
11.8,12.3,12,"Vanuatu","Protein supply quantity (g/capita/day)"
0.9,1.1,1.1,"Venezuela (Bolivarian Republic of)","Protein supply quantity (g/capita/day)"
29,29.1,29.1,"Viet Nam","Protein supply quantity (g/capita/day)"
30.3,31.1,30.5,"Yemen","Protein supply quantity (g/capita/day)"
2,1.7,1.8,"Zambia","Protein supply quantity (g/capita/day)"
3.1,2.9,2.5,"Zimbabwe","Protein supply quantity (g/capita/day)"
