"Y2009","Y2010","Y2011","Country","Element"
2225,2274,2315,"Costa Rica","Food supply (kcal/capita/day)"
2612,2603,2658,"Côte d'Ivoire","Food supply (kcal/capita/day)"
2299,2243,2234,"Croatia","Food supply (kcal/capita/day)"
2732,2677,2799,"Cuba","Food supply (kcal/capita/day)"
1927,1951,1949,"Cyprus","Food supply (kcal/capita/day)"
2390,2400,2423,"Czech Republic","Food supply (kcal/capita/day)"
1963,1959,1974,"Democratic People's Republic of Korea","Food supply (kcal/capita/day)"
2153,2170,2126,"Denmark","Food supply (kcal/capita/day)"
2233,2268,2335,"Djibouti","Food supply (kcal/capita/day)"
2419,2349,2349,"Dominica","Food supply (kcal/capita/day)"
1973,2110,2195,"Dominican Republic","Food supply (kcal/capita/day)"
1666,1732,1744,"Ecuador","Food supply (kcal/capita/day)"
3152,3187,3220,"Egypt","Food supply (kcal/capita/day)"
2157,2125,2147,"El Salvador","Food supply (kcal/capita/day)"
2429,2393,2392,"Estonia","Food supply (kcal/capita/day)"
1930,1929,1975,"Ethiopia","Food supply (kcal/capita/day)"
2409,2394,2381,"Fiji","Food supply (kcal/capita/day)"
2008,2015,1995,"Finland","Food supply (kcal/capita/day)"
2321,2341,2334,"France","Food supply (kcal/capita/day)"
2020,1986,1990,"French Polynesia","Food supply (kcal/capita/day)"
2327,2355,2378,"Gabon","Food supply (kcal/capita/day)"
2508,2587,2629,"Gambia","Food supply (kcal/capita/day)"
2383,2168,2255,"Georgia","Food supply (kcal/capita/day)"
2437,2405,2430,"Germany","Food supply (kcal/capita/day)"
2822,2848,2857,"Ghana","Food supply (kcal/capita/day)"
2659,2585,2558,"Greece","Food supply (kcal/capita/day)"
1798,1846,1854,"Grenada","Food supply (kcal/capita/day)"
2208,2176,2251,"Guatemala","Food supply (kcal/capita/day)"
2432,2452,2453,"Guinea","Food supply (kcal/capita/day)"
2139,2191,2136,"Guinea-Bissau","Food supply (kcal/capita/day)"
2191,2206,2210,"Guyana","Food supply (kcal/capita/day)"
1913,2029,1945,"Haiti","Food supply (kcal/capita/day)"
2209,2182,2240,"Honduras","Food supply (kcal/capita/day)"
2204,2132,2052,"Hungary","Food supply (kcal/capita/day)"
1868,1854,1837,"Iceland","Food supply (kcal/capita/day)"
2183,2217,2224,"India","Food supply (kcal/capita/day)"
2439,2479,2532,"Indonesia","Food supply (kcal/capita/day)"
2670,2717,2720,"Iran (Islamic Republic of)","Food supply (kcal/capita/day)"
2270,2344,2335,"Iraq","Food supply (kcal/capita/day)"
2542,2598,2636,"Ireland","Food supply (kcal/capita/day)"
2741,2752,2801,"Israel","Food supply (kcal/capita/day)"
2662,2617,2619,"Italy","Food supply (kcal/capita/day)"
2264,2252,2295,"Jamaica","Food supply (kcal/capita/day)"
2123,2138,2160,"Japan","Food supply (kcal/capita/day)"
2724,2728,2754,"Jordan","Food supply (kcal/capita/day)"
2246,2253,2173,"Kazakhstan","Food supply (kcal/capita/day)"
1868,1871,1897,"Kenya","Food supply (kcal/capita/day)"
2551,2623,2641,"Kiribati","Food supply (kcal/capita/day)"
2652,2712,2799,"Kuwait","Food supply (kcal/capita/day)"
2178,2181,2206,"Kyrgyzstan","Food supply (kcal/capita/day)"
2112,2114,2155,"Lao People's Democratic Republic","Food supply (kcal/capita/day)"
2289,2257,2305,"Latvia","Food supply (kcal/capita/day)"
2638,2717,2736,"Lebanon","Food supply (kcal/capita/day)"
2405,2432,2432,"Lesotho","Food supply (kcal/capita/day)"
2178,2148,2160,"Liberia","Food supply (kcal/capita/day)"
2768,2773,2788,"Libya","Food supply (kcal/capita/day)"
2449,2403,2436,"Lithuania","Food supply (kcal/capita/day)"
2415,2426,2409,"Luxembourg","Food supply (kcal/capita/day)"
1909,1913,1934,"Madagascar","Food supply (kcal/capita/day)"
2215,2242,2235,"Malawi","Food supply (kcal/capita/day)"
2331,2331,2334,"Malaysia","Food supply (kcal/capita/day)"
1948,1995,2026,"Maldives","Food supply (kcal/capita/day)"
2429,2397,2420,"Mali","Food supply (kcal/capita/day)"
2502,2505,2485,"Malta","Food supply (kcal/capita/day)"
2342,2311,2298,"Mauritania","Food supply (kcal/capita/day)"
2666,2709,2589,"Mauritius","Food supply (kcal/capita/day)"
2393,2400,2408,"Mexico","Food supply (kcal/capita/day)"
1537,1677,1661,"Mongolia","Food supply (kcal/capita/day)"
2569,2525,2481,"Montenegro","Food supply (kcal/capita/day)"
3003,2987,3024,"Morocco","Food supply (kcal/capita/day)"
2085,2163,2176,"Mozambique","Food supply (kcal/capita/day)"
2029,2091,2099,"Myanmar","Food supply (kcal/capita/day)"
1740,1739,1755,"Namibia","Food supply (kcal/capita/day)"
2347,2349,2380,"Nepal","Food supply (kcal/capita/day)"
2128,2161,2133,"Netherlands","Food supply (kcal/capita/day)"
2024,2043,2030,"New Caledonia","Food supply (kcal/capita/day)"
2146,2152,1968,"New Zealand","Food supply (kcal/capita/day)"
2180,2196,2249,"Nicaragua","Food supply (kcal/capita/day)"
2292,2341,2339,"Niger","Food supply (kcal/capita/day)"
2614,2641,2614,"Nigeria","Food supply (kcal/capita/day)"
2306,2390,2353,"Norway","Food supply (kcal/capita/day)"
1784,1760,1810,"Occupied Palestinian Territory","Food supply (kcal/capita/day)"
1922,1924,1907,"Pakistan","Food supply (kcal/capita/day)"
1978,2045,2085,"Panama","Food supply (kcal/capita/day)"
2101,2134,2153,"Paraguay","Food supply (kcal/capita/day)"
2266,2318,2339,"Peru","Food supply (kcal/capita/day)"
2201,2197,2216,"Philippines","Food supply (kcal/capita/day)"
2512,2489,2538,"Poland","Food supply (kcal/capita/day)"
2520,2481,2429,"Portugal","Food supply (kcal/capita/day)"
2669,2733,2772,"Republic of Korea","Food supply (kcal/capita/day)"
2140,2120,2154,"Republic of Moldova","Food supply (kcal/capita/day)"
2523,2504,2545,"Romania","Food supply (kcal/capita/day)"
2485,2523,2551,"Russian Federation","Food supply (kcal/capita/day)"
2056,2064,2071,"Rwanda","Food supply (kcal/capita/day)"
1800,1784,1814,"Saint Kitts and Nevis","Food supply (kcal/capita/day)"
1854,1866,1908,"Saint Lucia","Food supply (kcal/capita/day)"
2259,2307,2321,"Saint Vincent and the Grenadines","Food supply (kcal/capita/day)"
2107,2099,2141,"Samoa","Food supply (kcal/capita/day)"
2478,2471,2491,"Sao Tome and Principe","Food supply (kcal/capita/day)"
2572,2643,2630,"Saudi Arabia","Food supply (kcal/capita/day)"
2237,2245,2244,"Senegal","Food supply (kcal/capita/day)"
2114,2066,2069,"Serbia","Food supply (kcal/capita/day)"
2141,2157,2211,"Sierra Leone","Food supply (kcal/capita/day)"
2127,2154,2163,"Slovakia","Food supply (kcal/capita/day)"
2265,2262,2305,"Slovenia","Food supply (kcal/capita/day)"
2254,2280,2259,"Solomon Islands","Food supply (kcal/capita/day)"
1174,1196,1158,"Somalia","Food supply (kcal/capita/day)"
2489,2533,2540,"South Africa","Food supply (kcal/capita/day)"
2360,2330,2343,"Spain","Food supply (kcal/capita/day)"
2310,2292,2318,"Sri Lanka","Food supply (kcal/capita/day)"
1805,1791,1812,"Sudan (former)","Food supply (kcal/capita/day)"
2396,2405,2360,"Suriname","Food supply (kcal/capita/day)"
2031,2039,2046,"Swaziland","Food supply (kcal/capita/day)"
2068,2076,2074,"Sweden","Food supply (kcal/capita/day)"
2317,2312,2349,"Switzerland","Food supply (kcal/capita/day)"
2651,2698,2687,"Syrian Arab Republic","Food supply (kcal/capita/day)"
1898,1882,1906,"Tajikistan","Food supply (kcal/capita/day)"
2412,2427,2408,"Thailand","Food supply (kcal/capita/day)"
2429,2404,2359,"The former Yugoslav Republic of Macedonia","Food supply (kcal/capita/day)"
1815,1853,1856,"Timor-Leste","Food supply (kcal/capita/day)"
2268,2268,2280,"Togo","Food supply (kcal/capita/day)"
2272,2255,2323,"Trinidad and Tobago","Food supply (kcal/capita/day)"
2983,2975,3012,"Tunisia","Food supply (kcal/capita/day)"
3187,3178,3179,"Turkey","Food supply (kcal/capita/day)"
2170,2196,2191,"Turkmenistan","Food supply (kcal/capita/day)"
2094,2111,2100,"Uganda","Food supply (kcal/capita/day)"
2487,2455,2496,"Ukraine","Food supply (kcal/capita/day)"
2530,2582,2706,"United Arab Emirates","Food supply (kcal/capita/day)"
2423,2399,2412,"United Kingdom","Food supply (kcal/capita/day)"
1978,1932,2022,"United Republic of Tanzania","Food supply (kcal/capita/day)"
2638,2642,2638,"United States of America","Food supply (kcal/capita/day)"
2235,2181,2201,"Uruguay","Food supply (kcal/capita/day)"
2123,2164,2171,"Uzbekistan","Food supply (kcal/capita/day)"
2416,2406,2366,"Vanuatu","Food supply (kcal/capita/day)"
2382,2342,2304,"Venezuela (Bolivarian Republic of)","Food supply (kcal/capita/day)"
2108,2116,2131,"Viet Nam","Food supply (kcal/capita/day)"
1975,2017,2012,"Yemen","Food supply (kcal/capita/day)"
1775,1798,1828,"Zambia","Food supply (kcal/capita/day)"
1958,1966,2011,"Zimbabwe","Food supply (kcal/capita/day)"
